"DONATION_MD5_HASH","DONATION_CONTACT_ID","DONATION_TIMESTAMP","DONATION_TARGET","DONATION_CURRENCY","DONATION_AMOUNT","ERROR"
"317-708d0d1be3ab2e5bd199c5ea5d017ecb","317","2012-12-31T00:00:00.000Z","a0758000002kNHyAAM","USD","2500","Id not specified in an update call"
"317-8a285e1fdd1953f582087f61917c3301","317","2013-12-03T05:00:00.000Z","a0758000002kNHyAAM","USD","2600","Id not specified in an update call"
"317-a2822d4908cea98f1f58717d7a2e566b","317","2013-08-23T04:00:00.000Z","a0758000002kNI9AAM","USD","3500","Id not specified in an update call"
"317-64396e249c78ef92248af52c28b17726","317","2014-12-13T00:00:00.000Z","a0758000002kNHyAAM","GBP","625","Id not specified in an update call"
"317-51c8146eb2c0c3ae9cfd64a8635dfb08","317","2014-12-07T00:00:00.000Z","a0758000002kNNlAAM","GBP","1875","Id not specified in an update call"
"317-dd9fe48cff2d87f15ddd6a84a65ae658","317","2014-10-07T23:00:00.000Z","a0758000002kNNlAAM","GBP","365","Id not specified in an update call"
"317-3ec2d622311e7330744cbebfe6d2f6ca","317","2014-12-07T00:00:00.000Z","a0758000002kNF9AAM","GBP","1250","Id not specified in an update call"
"317-d9bcce418c0746c70cace7da8625335d","317","2015-05-26T23:00:00.000Z","a0758000002kNF9AAM","GBP","2500","Id not specified in an update call"
"317-8b8340dd9ead12a2831c19a6cdfc6a93","317","2015-07-04T23:00:00.000Z","a0758000002kNDHAA2","GBP","361","Id not specified in an update call"
"317-5d9d005ae61a9e821255cd4400e62f0d","317","2015-12-18T00:00:00.000Z","a0758000002kNF9AAM","GBP","1250","Id not specified in an update call"
"317-64eff5777a8087bd54cc01e692189259","317","2010-12-31T00:00:00.000Z","a0758000002kNOJAA2","USD","1500","Id not specified in an update call"
"317-3196b14dfa0a0b19649b373a66328b7b","317","2010-12-31T00:00:00.000Z","a0758000002kNHyAAM","USD","1500","Id not specified in an update call"
"317-794ba9c64db63573cb7668835337c385","317","2012-12-31T00:00:00.000Z","a0758000002kNI9AAM","USD","3000","Id not specified in an update call"
"317-cdba15549381917eeb9365abd21128c6","317","2016-02-05T00:00:00.000Z","a0758000002kNClAAM","GBP","750","Id not specified in an update call"
"317-3e38a154a8124443e6a3bda48df61733","317","2016-02-25T00:00:00.000Z","a0758000002kNDHAA2","GBP","250","Id not specified in an update call"
"317-eb750394f9d8e0b169c3102929d53b09","317","2016-02-25T00:00:00.000Z","a0758000002kNNlAAM","GBP","125","Id not specified in an update call"
"317-d2e2f4add371f752dd7d049bce6f1c29","317","2016-02-25T00:00:00.000Z","a0758000002kNGHAA2","GBP","125","Id not specified in an update call"
"317-ecca11088f7d41ffe49bb8d936d7db07","317","2016-02-25T00:00:00.000Z","a0758000002kNMyAAM","GBP","125","Id not specified in an update call"
"317-de777727c98d58f271f049635b2b178b","317","2016-02-25T00:00:00.000Z","a0758000002kNHwAAM","GBP","250","Id not specified in an update call"
"317-2a814ab055d534031f848e1045ac46d9","317","2016-02-26T00:00:00.000Z","a074E000000Hz57QAC","GBP","125","Id not specified in an update call"
"317-8cdb70413e6f0463e123fe2ad8f9448c","317","2016-02-26T00:00:00.000Z","a0758000002kNDmAAM","GBP","125","Id not specified in an update call"
"319-e4de79aac416eb2ce0cece284ba12c98","319","2011-12-31T00:00:00.000Z","a0758000002kNDHAA2","USD","3369.6","Id not specified in an update call"
"319-1c0f9f6456a950ba0519fd1a68c03ca6","319","2011-12-31T00:00:00.000Z","a0758000002kNNlAAM","USD","3369.6","Id not specified in an update call"
"319-1dbf46c3b0d895c131a754c809241399","319","2011-12-31T00:00:00.000Z","a0758000002kNM7AAM","USD","1404","Id not specified in an update call"
"319-d5d0f4f09a0e93d12e653a183ab1f5b4","319","2012-12-31T00:00:00.000Z","a0758000002kNDHAA2","USD","3423.6","Id not specified in an update call"
"319-daef1abd5c355691da02d18e73ee2768","319","2012-12-31T00:00:00.000Z","a0758000002kNNlAAM","USD","3423.6","Id not specified in an update call"
"323-5f3c7fbd3f44a1ed3734fa8e569be405","323","2011-12-31T00:00:00.000Z","a0758000002kNM7AAM","USD","11135","Id not specified in an update call"
"323-5a4abc0b4ed259496c76631df664b8f0","323","2012-11-15T00:00:00.000Z","a0758000002kNKrAAM","EUR","8000","Id not specified in an update call"
"323-63b0bf0cd4113e55fc5dd5e9397f8bf8","323","2012-11-15T00:00:00.000Z","a0758000002kNMBAA2","EUR","1000","Id not specified in an update call"
"323-4aacffbdd8bbd4e9c02b73278028f462","323","2012-12-31T00:00:00.000Z","a0758000002kNMWAA2","EUR","3600","Id not specified in an update call"
"323-32c3246814586c507b9ceef0b1481cbd","323","2014-12-14T00:00:00.000Z","a0758000002kNFqAAM","GBP","58","Id not specified in an update call"
"323-3378236c1bc4cf106b320808fb61307c","323","2013-04-09T23:00:00.000Z","a0758000002kNKdAAM","GBP","20","Id not specified in an update call"
"323-2483a259b3ca67fca4b012cdeea63987","323","2013-04-28T23:00:00.000Z","a0758000002kNGlAAM","USD","50","Id not specified in an update call"
"323-8fa04af24bcef96afefbe8625d7ad0dd","323","2013-04-29T23:00:00.000Z","a0758000002kNPVAA2","GBP","20","Id not specified in an update call"
"323-9db38a9824a9645c6e402cb11e89e30a","323","2013-05-27T23:00:00.000Z","a0758000002kNK9AAM","EUR","50","Id not specified in an update call"
"323-61ca854b79bbb262a49dfebd69bab006","323","2013-04-01T23:00:00.000Z","a0758000002kNMWAA2","EUR","400","Id not specified in an update call"
"324-40c5085990534a0bbce6817c26c4301a","324","2012-12-31T00:00:00.000Z","a0758000002kNDHAA2","USD","2800","Id not specified in an update call"
"324-300a82a4f5970e9fe17a3ab9da8b6f4a","324","2012-01-14T08:00:00.000Z","a0758000002kNGHAA2","USD","1600","Id not specified in an update call"
"324-8952e08d725ccb39b061737cc48edf42","324","2013-12-23T08:00:00.000Z","a0758000002kNGHAA2","USD","3200","Id not specified in an update call"
"325-31e456381a5040f249fb4ce9f4c032fd","325","2011-12-31T00:00:00.000Z","a0758000002kNDHAA2","USD","297.07","Id not specified in an update call"
"325-514d65360bc11df1f97de3b5ce2ea0da","325","2011-12-31T00:00:00.000Z","a0758000002kNNlAAM","USD","391.5","Id not specified in an update call"
"325-fdb146e345ca802e1b93657572083f12","325","2011-12-31T00:00:00.000Z","a0758000002kNM7AAM","USD","111.43","Id not specified in an update call"
"325-7ffd4037f376db1b1395d8dcabdfa225","325","2012-12-31T00:00:00.000Z","a0758000002kNDHAA2","USD","299.76","Id not specified in an update call"
"325-ea36ea5603f83631f955102acc3860af","325","2012-12-31T00:00:00.000Z","a0758000002kNNlAAM","USD","1816.73","Id not specified in an update call"
"325-2d83b9193d6c2c7d0f61e5242de8af88","325","2013-12-01T00:00:00.000Z","a0758000002kNNlAAM","GBP","200","Id not specified in an update call"
"325-05b083363065789bdeba2d09a2f398f9","325","2013-11-01T00:00:00.000Z","a0758000002kNNlAAM","GBP","200","Id not specified in an update call"
"325-8ac967570ff386d5d02d9df7f77c081a","325","2013-09-21T23:00:00.000Z","a0758000002kNNlAAM","GBP","150","Id not specified in an update call"
"325-f9a285cff9f3fa59647210321229ec17","325","2013-08-07T23:00:00.000Z","a0758000002kNNlAAM","GBP","260","Id not specified in an update call"
"325-2a73d5be5567432c2b73433d7118e9de","325","2013-07-01T23:00:00.000Z","a0758000002kNNlAAM","GBP","150","Id not specified in an update call"
"325-c59d5a1b63ad9a71ab50519b31ed2ae4","325","2013-05-23T23:00:00.000Z","a0758000002kNNlAAM","GBP","130","Id not specified in an update call"
"325-e8d500c5f30451a74456447c261b352b","325","2013-04-20T23:00:00.000Z","a0758000002kNNlAAM","GBP","130","Id not specified in an update call"
"325-69aba83932ed2b37cdcba2e09c2edffd","325","2013-03-27T00:00:00.000Z","a0758000002kNNlAAM","GBP","120","Id not specified in an update call"
"325-b6dadcbee8c2b24f3700f8f5cad29e75","325","2013-02-26T00:00:00.000Z","a0758000002kNNlAAM","GBP","120","Id not specified in an update call"
"325-f2d5f37e75dd73b2b702cbff02c51e85","325","2013-01-28T00:00:00.000Z","a0758000002kNNlAAM","GBP","150","Id not specified in an update call"
"328-31e9abcfa82a3924586753bfed2e4ef4","328","2011-12-31T00:00:00.000Z","a0758000002kNDHAA2","USD","800","Id not specified in an update call"
"328-99dd69e0c81511d5671241d9255c8d23","328","2011-12-31T00:00:00.000Z","a0758000002kNGHAA2","USD","300","Id not specified in an update call"
"328-a36f0b0f205a092c064669b542fa24cb","328","2011-12-31T00:00:00.000Z","a0758000002kNM7AAM","USD","700","Id not specified in an update call"
"328-83bb4c6a3bf131ba89e27eb3fc9d1c49","328","2012-12-31T00:00:00.000Z","a0758000002kNDHAA2","USD","517.5","Id not specified in an update call"
"328-07008c5a7130531f37080fb95e15692c","328","2012-12-31T00:00:00.000Z","a0758000002kNNlAAM","USD","517.5","Id not specified in an update call"
"328-de614b96273aec8705a32d6fc3203c2a","328","2012-12-31T00:00:00.000Z","a0758000002kNGHAA2","USD","517.5","Id not specified in an update call"
"328-47999168314a72d8437249deaa3bb680","328","2012-12-31T00:00:00.000Z","a0758000002kNM7AAM","USD","207","Id not specified in an update call"
"328-740a4bcc829ee5e4da82973f1ad9972f","328","2013-12-30T05:00:00.000Z","a0758000002kNDHAA2","USD","500","Id not specified in an update call"
"328-76ee96d4d4a431a7a16d7f91fdd2a660","328","2013-12-30T05:00:00.000Z","a0758000002kNNlAAM","USD","500","Id not specified in an update call"
"328-5adfceb02dc970d96d89ca2b45d98150","328","2013-12-30T05:00:00.000Z","a0758000002kNGHAA2","USD","500","Id not specified in an update call"
"328-72d46d4495fa60b97ba38981cd6f3f29","328","2014-12-30T05:00:00.000Z","a0758000002kNDHAA2","USD","500","Id not specified in an update call"
"328-587458f17e5f789d4ecd1afb3fd95900","328","2014-12-30T05:00:00.000Z","a0758000002kNNlAAM","USD","500","Id not specified in an update call"
"328-a6457ca99568153f688a8012e421a706","328","2014-12-30T05:00:00.000Z","a0758000002kNGHAA2","USD","500","Id not specified in an update call"
"328-71cf40eb4379d7478ed4b06c2d697237","328","2015-12-30T05:00:00.000Z","a0758000002kNDHAA2","USD","500","Id not specified in an update call"
"328-e3da8b1e51770bc215bb0dd813c6a106","328","2015-12-30T05:00:00.000Z","a0758000002kNNlAAM","USD","500","Id not specified in an update call"
"328-752f6a71b932c7e1f90bf765bb93b8e6","328","2015-12-30T05:00:00.000Z","a0758000002kNGHAA2","USD","500","Id not specified in an update call"
"329-aeadce307ff3a56f79410a5bdea500e2","329","2011-12-31T00:00:00.000Z","a0758000002kNDHAA2","USD","780","Id not specified in an update call"
"329-8ba53047aa12ee022518706a1780aa5e","329","2011-12-31T00:00:00.000Z","a0758000002kNNlAAM","USD","3900","Id not specified in an update call"
"329-bcb57a9a14d54b8fa4d80bb07abf572f","329","2011-12-31T00:00:00.000Z","a0758000002kNM7AAM","USD","3120","Id not specified in an update call"
"330-7984ae5c67612a02229c4446919f8bda","330","2011-09-11T23:00:00.000Z","a0758000002kNNlAAM","GBP","150","Id not specified in an update call"
"330-e0ed82182cefab98db9b968f3251dd61","330","2011-12-31T00:00:00.000Z","a0758000002kNNlAAM","GBP","444.75","Id not specified in an update call"
"330-ef45ec7bc89d5888c721a5a2e6ff8b70","330","2012-12-31T00:00:00.000Z","a0758000002kNNlAAM","GBP","1844.25","Id not specified in an update call"
"330-a12c49673c3d744c872543b24fb0b41b","330","2013-12-31T00:00:00.000Z","a0758000002kNNlAAM","GBP","1870","Id not specified in an update call"
"330-b35fa816d457cc2f42ffec50b8226aa1","330","2014-05-29T08:47:07.000Z","a0758000002kNNlAAM","GBP","520","Id not specified in an update call"
"331-5247aa1973ea3a7239d285c967fea3d9","331","2011-12-31T00:00:00.000Z","a0758000002kNNlAAM","USD","7020","Id not specified in an update call"
"331-2ff544643e4fa5c9112f19b486250f9a","331","2012-12-31T00:00:00.000Z","a0758000002kNDHAA2","USD","891.56","Id not specified in an update call"
"331-87b68772ba3d7ed9eb5f9c3ee96990fc","331","2012-12-31T00:00:00.000Z","a0758000002kNNlAAM","USD","2674.69","Id not specified in an update call"
"331-f3c10c7aa5b3484a431d4159d7f963e5","331","2013-12-31T00:00:00.000Z","a0758000002kNNlAAM","GBP","1850","Id not specified in an update call"
"331-3569347e3db2f942d7cc0bff5288e7b1","331","2013-12-31T00:00:00.000Z","a0758000002kNDHAA2","GBP","437.5","Id not specified in an update call"
"331-f66579c6b5594ff35ffda9655579af0a","331","2013-12-31T00:00:00.000Z","a0758000002kNI9AAM","GBP","312.5","Id not specified in an update call"
"331-27f643e09eaee77dc28efd2a13a4d4fc","331","2014-12-24T00:00:00.000Z","a0758000002kNNlAAM","GBP","81.25","Id not specified in an update call"
"332-028e655e96f7c747051cb2e989f16cec","332","2011-12-31T00:00:00.000Z","a0758000002kNMBAA2","GBP","9350","Id not specified in an update call"
"332-a4ef8cadd695df791bdf8a245f4fdec1","332","2013-10-19T23:00:00.000Z","a0758000002kNDHAA2","GBP","3375","Id not specified in an update call"
"332-51db5c38647a92ed37ad24f5ceea80cd","332","2013-10-19T23:00:00.000Z","a0758000002kNMBAA2","GBP","5225","Id not specified in an update call"
"332-30ec091856ebb26295c3010285572296","332","2013-10-19T23:00:00.000Z","a0758000002kNDBAA2","GBP","1050","Id not specified in an update call"
"332-116fd5340cbb07bdf7991f74ce1c7d5a","332","2013-10-19T23:00:00.000Z","a0758000002kNNUAA2","GBP","62.5","Id not specified in an update call"
"332-4363521fcb110c82571587e0bfb09cfc","332","2014-10-19T23:00:00.000Z","a0758000002kNDHAA2","GBP","5875","Id not specified in an update call"
"332-46410b6b64fbfaeb9e8d0cb9430db28b","332","2014-10-19T23:00:00.000Z","a0758000002kNMBAA2","GBP","2582.5","Id not specified in an update call"
"332-6bf506b17895e1b2e50a5849c6eed8f4","332","2014-10-19T23:00:00.000Z","a0758000002kNDBAA2","GBP","750","Id not specified in an update call"
"332-9eb9a2efdb8c5b788238e7bd021ab9c6","332","2014-10-19T23:00:00.000Z","a0758000002kNNUAA2","GBP","20","Id not specified in an update call"
"332-fe62c91cfcc43dd1e0fee889d9cdb329","332","2012-12-31T00:00:00.000Z","a0758000002kNMBAA2","GBP","7925","Id not specified in an update call"
"332-b8723a743b31524591e1f7a78ca060e7","332","2012-12-31T00:00:00.000Z","a0758000002kNDBAA2","GBP","375","Id not specified in an update call"
"332-21db4c9a2a6d3484a3694c25c2e09e70","332","2012-12-31T00:00:00.000Z","a0758000002kNNUAA2","GBP","62.5","Id not specified in an update call"
"332-d86f6662f40dd6ac7d28e180b50f8f30","332","2015-12-31T00:00:00.000Z","a0758000002kNDHAA2","GBP","4237.5","Id not specified in an update call"
"332-4985b981d567fb7187368510ea720150","332","2015-12-31T00:00:00.000Z","a0758000002kNMBAA2","GBP","1800","Id not specified in an update call"
"332-7ca982589b18102d72341ad71310cc67","332","2015-12-31T00:00:00.000Z","a0758000002kNDBAA2","GBP","750","Id not specified in an update call"
"332-979dff792a7053332149b8a6def91e7a","332","2015-12-31T00:00:00.000Z","a0758000002kNNUAA2","GBP","173.75","Id not specified in an update call"
"332-cabbadf66091ba17273c1bc426b72013","332","2015-12-31T00:00:00.000Z","a0758000002kNNjAAM","GBP","62.5","Id not specified in an update call"
"332-cfa9bedccc3fe340f0b51c720bed9eaf","332","2011-12-31T00:00:00.000Z","a0758000002kNDBAA2","GBP","250","Id not specified in an update call"
"333-03b8895f77b0f7ee83e4d34da7c0a98d","333","2015-02-24T00:00:00.000Z","a0758000002kNNlAAM","GBP","826.25","Id not specified in an update call"
"333-cb65b2cc11c26ee54a3f5e6e02cf2f44","333","2013-09-30T23:00:00.000Z","a0758000002kNNlAAM","GBP","286.25","Id not specified in an update call"
"335-a6d79c05e0541ef7453d4dbe767e7fab","335","2011-12-31T00:00:00.000Z","a0758000002kNNlAAM","GBP","11000","Id not specified in an update call"
"335-9a74946325b0eba9998557ff7b335623","335","2012-12-31T00:00:00.000Z","a0758000002kNDHAA2","GBP","6000","Id not specified in an update call"
"335-d4416168100be4f166d0bf81fe102b7e","335","2012-06-07T23:00:00.000Z","a0758000002kNNlAAM","GBP","10000","Id not specified in an update call"
"335-f9a30e13890552fe11b60e46d0727de9","335","2012-06-30T23:00:00.000Z","a0758000002kNQFAA2","GBP","5000","Id not specified in an update call"
"335-dd5f0a0f07c42480f93fb0c8b9cd9d3d","335","2013-02-02T00:00:00.000Z","a0758000002kNF9AAM","GBP","12500","Id not specified in an update call"
"335-a879d2ef5142e8e03b54a0476b0011cc","335","2013-03-25T00:00:00.000Z","a0758000002kNF9AAM","GBP","12500","Id not specified in an update call"
"335-d144ea1706b7cc5c6beaa47c0fa4d999","335","2013-10-13T23:00:00.000Z","a0758000002kNF9AAM","GBP","12500","Id not specified in an update call"
"335-cf842614bc564e07213a5d9a18fc7ae3","335","2014-04-06T23:00:00.000Z","a0758000002kNF9AAM","GBP","12500","Id not specified in an update call"
"335-49c9e3aa68b45f3d9c193074341090b2","335","2013-11-30T00:00:00.000Z","a0758000002kNDHAA2","GBP","4000","Id not specified in an update call"
"335-9507a608cddfef1fae690430f54e77d8","335","2013-12-05T00:00:00.000Z","a0758000002kNQFAA2","GBP","11250","Id not specified in an update call"
"335-a64b1afb16b47eaaaddce2fd2bfa5867","335","2010-05-01T23:00:00.000Z","a0758000002kNM3AAM","GBP","5000","Id not specified in an update call"
"335-b28cb69a68907083ecb1f352a85ca6d3","335","2011-11-15T00:00:00.000Z","a0758000002kNM3AAM","GBP","18000","Id not specified in an update call"
"335-ee6d300112e2dcee963f04367a8b7d88","335","2010-09-22T23:00:00.000Z","a0758000002kNQFAA2","GBP","2500","Id not specified in an update call"
"335-441acb9c0ea35d940d5fde177fb3cc89","335","2011-06-30T23:00:00.000Z","a0758000002kNQFAA2","GBP","6000","Id not specified in an update call"
"335-e53fc279afedffc7a11953e3e5ccdb3b","335","2014-04-28T23:00:00.000Z","a0758000002kNEpAAM","GBP","1675","Id not specified in an update call"
"335-561ac218b900b6367dc95a38a0fdcf8e","335","2012-09-26T23:00:00.000Z","a0758000002kNNlAAM","GBP","15000","Id not specified in an update call"
"335-bad63541b75c90850d5fc7ded1c7a097","335","2014-07-12T23:00:00.000Z","a0758000002kNDHAA2","GBP","3275","Id not specified in an update call"
"335-16b2cac62b24081fec2fb00cf502d8da","335","2014-07-04T23:00:00.000Z","a0758000002kNQFAA2","GBP","5000","Id not specified in an update call"
"335-1bb21931b108dd49795d261fdf455c8b","335","2014-09-30T23:00:00.000Z","a0758000002kNF9AAM","GBP","12500","Id not specified in an update call"
"335-8ca6c132e64785c4bccf7750b633aef5","335","2014-12-04T00:00:00.000Z","a0758000002kNQFAA2","GBP","5625","Id not specified in an update call"
"335-231aad37c0a7070f1427c28bd4dc8d26","335","2015-04-24T23:00:00.000Z","a0758000002kNF9AAM","GBP","12500","Id not specified in an update call"
"335-086c64ae76227f344106a0fcad9dd25f","335","2015-01-27T00:00:00.000Z","a0758000002kNM3AAM","GBP","5000","Id not specified in an update call"
"335-818aa0791a3b6dfcbcdae8fae9278cae","335","2015-12-03T00:00:00.000Z","a0758000002kNF9AAM","GBP","12500","Id not specified in an update call"
"335-16dc558e9cb90b5bb0e08e5ae2497964","335","2015-12-03T00:00:00.000Z","a0758000002kNQFAA2","GBP","1000","Id not specified in an update call"
"335-cf41075e5d0a8d46e232bd8884cef005","335","2016-01-28T00:00:00.000Z","a0758000002kNQFAA2","GBP","2000","Id not specified in an update call"
"335-6dee99c2e93bd5fb01097ba9b9c3e530","335","2016-04-03T23:00:00.000Z","a0758000002kNF9AAM","GBP","12500","Id not specified in an update call"
"337-ab63e67990771cd1772d6458aa50dcc1","337","2011-12-31T00:00:00.000Z","a0758000002kNNlAAM","USD","1474.2","Id not specified in an update call"
"337-8cafad5bbff7f10384126b3c3f1515f9","337","2011-12-31T00:00:00.000Z","a0758000002kNM7AAM","USD","405.59","Id not specified in an update call"
"337-cf7cc60412660f4ec15aa1ef6cb088b6","337","2012-12-31T00:00:00.000Z","a0758000002kNNlAAM","USD","2567.7","Id not specified in an update call"
"337-9ff2cfc279e5a32b3e5c5eb8b4979469","337","2012-12-31T00:00:00.000Z","a0758000002kNM7AAM","USD","618.15","Id not specified in an update call"
"337-ccba16b7e36dca935952f9e119f146f7","337","2014-01-06T00:00:00.000Z","a0758000002kNNlAAM","GBP","375","Id not specified in an update call"
"337-f9d3ad0b635e5ac009009b88bb8a848b","337","2014-02-20T00:00:00.000Z","a0758000002kNNlAAM","GBP","750","Id not specified in an update call"
"337-a20dcd7238b6fa45dfc581e18f3607e8","337","2014-04-23T23:00:00.000Z","a0758000002kNNlAAM","GBP","25","Id not specified in an update call"
"337-296fbc55ffdf81c1d347996be818d14c","337","2014-05-05T23:00:00.000Z","a0758000002kNNlAAM","GBP","25","Id not specified in an update call"
"337-70b1771c994107e2c50fca390288f33c","337","2014-09-09T23:00:00.000Z","a0758000002kNNlAAM","GBP","93.75","Id not specified in an update call"
"337-569409e127acc03cbc8cc78d6e2d2b9f","337","2014-09-09T23:00:00.000Z","a0758000002kNKcAAM","GBP","93.75","Id not specified in an update call"
"337-0c9b51b5047c754e1f626776c26fd6d4","337","2014-09-09T23:00:00.000Z","a0758000002kNPtAAM","GBP","93.75","Id not specified in an update call"
"337-45921ce9b98d7172311a2a7bfba65686","337","2014-10-02T23:00:00.000Z","a0758000002kNMyAAM","GBP","128.84","Id not specified in an update call"
"337-f36c8e156d15421936892b7340a6d230","337","2014-10-19T23:00:00.000Z","a0758000002kNKcAAM","GBP","160.54","Id not specified in an update call"
"338-842c61d23bf40749487122c65335886d","338","2012-12-31T00:00:00.000Z","a0758000002kNNlAAM","USD","2853","Id not specified in an update call"
"339-8ad31b6c68bf9df5d3df3dd8c840f449","339","2012-04-08T23:00:00.000Z","a0758000002kNPkAAM","USD","500","Id not specified in an update call"
"339-5742fd26bd18fa37d4fac0ea3b5fe07c","339","2012-11-27T00:00:00.000Z","a0758000002kNQGAA2","USD","15","Id not specified in an update call"
"339-3d575bc6b461a00237be9515c5a50ae4","339","2012-12-19T00:00:00.000Z","a0758000002kNDHAA2","USD","87","Id not specified in an update call"
"339-826f6786cbecf0d2417a145fb7947fd5","339","2012-12-26T00:00:00.000Z","a0758000002kNQGAA2","USD","15","Id not specified in an update call"
"339-b6096ea3426b70228b722062d712ead7","339","2012-12-30T00:00:00.000Z","a0758000002kNMhAAM","USD","5000","Id not specified in an update call"
"339-2258834916d6f4951e38948de33d0fbc","339","2012-12-30T00:00:00.000Z","a0758000002kNJKAA2","USD","5000","Id not specified in an update call"
"339-d211c307ba1d254c3f8cbd15d70a9a7e","339","2012-12-30T00:00:00.000Z","a0758000002kNFJAA2","USD","7000","Id not specified in an update call"
"339-23bd6a451fd9373b64f15bcbcc18ae9d","339","2012-12-30T00:00:00.000Z","a0758000002kNPxAAM","USD","6500","Id not specified in an update call"
"339-87b8f4e6dfdf12b83b4bd28b05101147","339","2012-12-30T00:00:00.000Z","a0758000002kNMRAA2","USD","6000","Id not specified in an update call"
"339-e7e825d3edc7cd6dfcf5ace625a2fd10","339","2012-12-31T00:00:00.000Z","a0758000002kNNlAAM","USD","10000","Id not specified in an update call"
"339-53bd10022dd4e5a8c27a701157a8d834","339","2012-12-31T00:00:00.000Z","a0758000002kNDHAA2","USD","15000","Id not specified in an update call"
"339-b019669ded06be6721be495c21473e9c","339","2013-01-26T00:00:00.000Z","a0758000002kNQGAA2","USD","15","Id not specified in an update call"
"339-cfa02f537bb34dd5b4f9e0e38fea1279","339","2013-02-07T00:00:00.000Z","a0758000002kNDHAA2","USD","2000","Id not specified in an update call"
"339-11698a3e833cbfcf767661588dca36f1","339","2013-02-11T00:00:00.000Z","a0758000002kNJKAA2","USD","4000","Id not specified in an update call"
"339-e18230dc9d26cb182b9e05bd99384b06","339","2013-04-25T23:00:00.000Z","a0758000002kNQGAA2","USD","6","Id not specified in an update call"
"339-3acee397222925670f879960a578ef2a","339","2013-05-25T23:00:00.000Z","a0758000002kNQGAA2","USD","15","Id not specified in an update call"
"339-4462110ab283b5e60df1205615551188","339","2013-07-25T23:00:00.000Z","a0758000002kNQGAA2","USD","4","Id not specified in an update call"
"339-8840259216538b5514d40156d8afe214","339","2013-08-25T23:00:00.000Z","a0758000002kNQGAA2","USD","15","Id not specified in an update call"
"339-1d9caccf4e10914aeccea394e7be5525","339","2013-09-25T23:00:00.000Z","a0758000002kNQGAA2","USD","15","Id not specified in an update call"
"339-e0b45c7a2b74aaa72c3e634c053e3fab","339","2013-11-24T00:00:00.000Z","a0758000002kNESAA2","USD","40","Id not specified in an update call"
"339-a18b6a7ee828f47886e826d002c46034","339","2013-12-23T00:00:00.000Z","a0758000002kNPxAAM","USD","4255","Id not specified in an update call"
"339-4257ad89ff03d20edd1f30d7a8c92a39","339","2013-12-28T00:00:00.000Z","a0758000002kNMhAAM","USD","7000","Id not specified in an update call"
"339-c37b72ed948fa8fd67e47ab4a9102d20","339","2013-12-31T00:00:00.000Z","a0758000002kNGHAA2","USD","10000","Id not specified in an update call"
"339-2150fc3da4772cdad5522fa5af3d45eb","339","2013-12-31T00:00:00.000Z","a0758000002kNNlAAM","USD","10000","Id not specified in an update call"
"339-d14fe23f0b57e438bd28806a01cd143d","339","2013-12-31T00:00:00.000Z","a0758000002kNJKAA2","USD","5000","Id not specified in an update call"
"339-326a5d34d6d62321da38178a4976aecd","339","2013-12-31T00:00:00.000Z","a0758000002kNMRAA2","USD","7000","Id not specified in an update call"
"339-15572aeb17c0aee10b47bfc6a58cb7d3","339","2013-12-31T00:00:00.000Z","a0758000002kNFJAA2","USD","7000","Id not specified in an update call"
"339-ef5dd6478a5102171d1671e2374eefbd","339","2012-12-21T00:00:00.000Z","a0758000002kNGXAA2","USD","500","Id not specified in an update call"
"340-e5354b76758704d0fc02206b81350d6b","340","2011-12-31T00:00:00.000Z","a0758000002kNNlAAM","USD","10920","Id not specified in an update call"
"340-5b72bd08854ef0b0caa1f2ffe86791c0","340","2012-12-31T00:00:00.000Z","a0758000002kNNlAAM","USD","11412","Id not specified in an update call"
"340-e90a9d87f6779706fff20d9711c5e289","340","2012-12-31T00:00:00.000Z","a0758000002kNM7AAM","USD","1268","Id not specified in an update call"
"340-23179a5a89140f1dd5dd5c68f5abe0f1","340","2013-06-30T23:00:00.000Z","a0758000002kNDNAA2","GBP","500","Id not specified in an update call"
"340-869a2411d79d9b628b7aad8340298dea","340","2013-12-30T00:00:00.000Z","a0758000002kNDNAA2","GBP","500","Id not specified in an update call"
"340-e480c175cc88e214b8a0c6a5201f8fbd","340","2014-07-29T23:00:00.000Z","a0758000002kNKeAAM","GBP","100","Id not specified in an update call"
"340-0872bffa2c222819f9d7874a35b0bc71","340","2015-03-29T23:00:00.000Z","a0758000002kNEuAAM","GBP","50","Id not specified in an update call"
"340-03aba238a42e9cd1bfbc62605588ead1","340","2015-04-17T23:00:00.000Z","a0758000002kNDHAA2","GBP","1000","Id not specified in an update call"
"340-465f3b2e8c12c69251b8a48efcda4991","340","2015-12-16T00:00:00.000Z","a0758000002kNF9AAM","GBP","1600","Id not specified in an update call"
"344-9e992258fb8326111e813b4ecd60faab","344","2011-12-31T00:00:00.000Z","a0758000002kNM7AAM","USD","11796.72","Id not specified in an update call"
"344-e92273c5b6413c76944e42af60ca31a0","344","2014-03-30T00:00:00.000Z","a0758000002kNMBAA2","GBP","9000","Id not specified in an update call"
"344-34f96533bfc47dee9f8da4b0dc17dfa1","344","2015-03-16T00:00:00.000Z","a0758000002kNMBAA2","GBP","9000","Id not specified in an update call"
"345-0252e69c111c2a99305a98a5013f3c3c","345","2011-12-31T00:00:00.000Z","a0758000002kNNlAAM","USD","7469.28","Id not specified in an update call"
