"ID","INCOME_CONTACT_ID","INCOME_START_DATE","INCOME_END_DATE","INCOME_CURRENCY","INCOME_AMOUNT","INCOME_PLEDGE_PERCENTAGE","STATUS"
"a004E000007xQitQAE","2","2012-01-01T00:00:00.000Z","2012-12-31T00:00:00.000Z","GBP","25000","10","Item Created"
"a004E000007xQiuQAE","2","2013-01-01T00:00:00.000Z","2013-12-31T00:00:00.000Z","GBP","18800","10","Item Created"
"a004E000007xQivQAE","2","2014-01-01T00:00:00.000Z","2014-12-31T00:00:00.000Z","GBP","9667.49","10","Item Created"
"a004E000007xQiwQAE","2","2015-01-01T00:00:00.000Z","2015-12-31T00:00:00.000Z","CAD","24333.2","10","Item Created"
"a004E000007xQixQAE","7","2013-01-01T00:00:00.000Z","2013-12-31T00:00:00.000Z","GBP","8215.45","10","Item Created"
"a004E000007xQiyQAE","7","2014-01-01T00:00:00.000Z","2014-12-31T00:00:00.000Z","GBP","245205.85","10","Item Created"
"a004E000007xQizQAE","7","2015-01-01T00:00:00.000Z","2015-12-31T00:00:00.000Z","GBP","31631.54","10","Item Created"
"a004E000007xQj0QAE","51","2013-01-01T00:00:00.000Z","2013-12-31T00:00:00.000Z","EUR","13000","10","Item Created"
"a004E000007xQj1QAE","51","2014-01-01T00:00:00.000Z","2014-12-31T00:00:00.000Z","CAD","34000","10","Item Created"
"a004E000007xQj2QAE","6","2014-01-01T00:00:00.000Z","2014-12-31T00:00:00.000Z","GBP","18000","10","Item Created"
"a004E000007xQj3QAE","6","2015-01-01T00:00:00.000Z","2015-12-31T00:00:00.000Z","GBP","35000","10","Item Created"
"a004E000007xQj4QAE","6","2016-01-01T00:00:00.000Z","2016-12-31T00:00:00.000Z","GBP","37400","10","Item Created"
"a004E000007xQj5QAE","71","2009-01-01T00:00:00.000Z","2009-12-31T00:00:00.000Z","GBP","400","10","Item Created"
"a004E000007xQj6QAE","71","2011-01-01T00:00:00.000Z","2011-12-31T00:00:00.000Z","USD","936","10","Item Created"
"a004E000007xQj7QAE","71","2012-01-01T00:00:00.000Z","2012-12-31T00:00:00.000Z","USD","9510","10","Item Created"
"a004E000007xQj8QAE","71","2013-01-01T00:00:00.000Z","2013-12-31T00:00:00.000Z","GBP","15000","10","Item Created"
"a004E000007xQj9QAE","71","2014-01-01T00:00:00.000Z","2014-12-31T00:00:00.000Z","GBP","20000","10","Item Created"
"a004E000007xQjAQAU","71","2015-01-01T00:00:00.000Z","2015-12-31T00:00:00.000Z","GBP","64000","10","Item Created"
"a004E000007xQjBQAU","72","2013-01-01T00:00:00.000Z","2013-12-31T00:00:00.000Z","USD","92689","10","Item Created"
"a004E000007xQjCQAU","72","2014-01-01T00:00:00.000Z","2014-12-31T00:00:00.000Z","USD","185629","10","Item Created"
"a004E000007xQjDQAU","55","2015-04-05T23:00:00.000Z","2016-04-04T23:00:00.000Z","GBP","24500","10","Item Created"
"a004E000007xQjEQAU","77","2010-01-01T00:00:00.000Z","2010-12-31T00:00:00.000Z","USD","60000","10","Item Created"
"a004E000007xQjFQAU","77","2013-01-01T00:00:00.000Z","2013-12-31T00:00:00.000Z","USD","1111111","10","Item Created"
"a004E000007xQjGQAU","77","2014-01-01T00:00:00.000Z","2014-12-31T00:00:00.000Z","USD","9000","10","Item Created"
"a004E000007xQjHQAU","86","2015-01-01T00:00:00.000Z","2015-12-31T00:00:00.000Z","GBP","8000","10","Item Created"
"a004E000007xQjIQAU","87","2013-04-05T23:00:00.000Z","2014-04-04T23:00:00.000Z","GBP","71382.65","20","Item Created"
"a004E000007xQjJQAU","87","2014-04-05T23:00:00.000Z","2015-04-04T23:00:00.000Z","GBP","277500","20","Item Created"
"a004E000007xQjKQAU","87","2015-04-05T23:00:00.000Z","2016-04-04T23:00:00.000Z","GBP","373750","20","Item Created"
"a004E000007xQjLQAU","89","2011-01-01T00:00:00.000Z","2011-12-31T00:00:00.000Z","USD","13572","10","Item Created"
"a004E000007xQjMQAU","89","2012-01-01T00:00:00.000Z","2012-12-31T00:00:00.000Z","USD","15850","10","Item Created"
"a004E000007xQjNQAU","89","2013-01-01T00:00:00.000Z","2013-12-31T00:00:00.000Z","GBP","9490","10","Item Created"
"a004E000007xQjOQAU","89","2014-01-01T00:00:00.000Z","2014-12-31T00:00:00.000Z","GBP","13285","10","Item Created"
"a004E000007xQjPQAU","89","2015-01-01T00:00:00.000Z","2015-12-31T00:00:00.000Z","GBP","29000","10","Item Created"
"a004E000007xQjQQAU","94","2014-04-05T23:00:00.000Z","2015-04-04T23:00:00.000Z","GBP","27000","20","Item Created"
"a004E000007xQjRQAU","94","2015-04-05T23:00:00.000Z","2016-04-04T23:00:00.000Z","GBP","26000","20","Item Created"
"a004E000007xQjSQAU","95","2013-07-31T23:00:00.000Z","2014-07-30T23:00:00.000Z","GBP","33214.66","10","Item Created"
"a004E000007xQjTQAU","95","2014-07-31T23:00:00.000Z","2015-07-30T23:00:00.000Z","GBP","33000","10","Item Created"
"a004E000007xQjUQAU","95","2015-07-31T23:00:00.000Z","2016-07-30T23:00:00.000Z","GBP","30002","10","Item Created"
"a004E000007xQjVQAU","95","2016-07-31T23:00:00.000Z","2017-07-30T23:00:00.000Z","GBP","30002","10","Item Created"
"a004E000007xQjWQAU","98","2014-03-31T23:00:00.000Z","2015-03-30T23:00:00.000Z","GBP","41000","10","Item Created"
"a004E000007xQjXQAU","98","2015-03-31T23:00:00.000Z","2016-03-30T23:00:00.000Z","GBP","41850","10","Item Created"
"a004E000007xQjYQAU","113","2012-01-01T00:00:00.000Z","2012-12-31T00:00:00.000Z","USD","25535","2","Item Created"
"a004E000007xQjZQAU","113","2013-01-01T00:00:00.000Z","2013-12-31T00:00:00.000Z","USD","24990","2","Item Created"
"a004E000007xQjaQAE","113","2014-01-01T00:00:00.000Z","2014-12-31T00:00:00.000Z","USD","25000","2","Item Created"
"a004E000007xQjbQAE","113","2015-01-01T00:00:00.000Z","2015-12-31T00:00:00.000Z","USD","25020","2","Item Created"
"a004E000007xQjcQAE","113","2016-01-01T00:00:00.000Z","2016-12-31T00:00:00.000Z","USD","30666","2","Item Created"
"a004E000007xQjdQAE","121","2014-01-01T00:00:00.000Z","2014-12-31T00:00:00.000Z","USD","14000","10","Item Created"
"a004E000007xQjeQAE","122","2014-01-01T00:00:00.000Z","2014-12-31T00:00:00.000Z","USD","720","10","Item Created"
"a004E000007xQjfQAE","122","2015-01-01T00:00:00.000Z","2015-12-31T00:00:00.000Z","USD","17000","10","Item Created"
"a004E000007xQjgQAE","124","2014-01-01T00:00:00.000Z","2014-12-31T00:00:00.000Z","USD","29457","10","Item Created"
"a004E000007xQjhQAE","124","2015-01-01T00:00:00.000Z","2015-12-31T00:00:00.000Z","USD","53000","10","Item Created"
"a004E000007xQjiQAE","129","2011-01-01T00:00:00.000Z","2011-12-31T00:00:00.000Z","GBP","2200","10","Item Created"
"a004E000007xQjjQAE","129","2012-01-01T00:00:00.000Z","2012-12-31T00:00:00.000Z","GBP","1645.23","10","Item Created"
"a004E000007xQjkQAE","129","2013-01-01T00:00:00.000Z","2013-12-31T00:00:00.000Z","GBP","9610.09","10","Item Created"
"a004E000007xQjlQAE","129","2014-01-01T00:00:00.000Z","2014-12-31T00:00:00.000Z","GBP","29375.2","10","Item Created"
"a004E000007xQjmQAE","129","2015-01-01T00:00:00.000Z","2015-12-31T00:00:00.000Z","GBP","54172","10","Item Created"
"a004E000007xQjnQAE","130","2014-01-01T00:00:00.000Z","2014-12-31T00:00:00.000Z","EUR","37776.33","10","Item Created"
"a004E000007xQjoQAE","130","2015-01-01T00:00:00.000Z","2015-12-31T00:00:00.000Z","EUR","38000","10","Item Created"
"a004E000007xQjpQAE","145","2009-01-01T00:00:00.000Z","2009-12-31T00:00:00.000Z","USD","15000","50","Item Created"
"a004E000007xQjqQAE","145","2010-01-01T00:00:00.000Z","2010-12-31T00:00:00.000Z","USD","20000","50","Item Created"
"a004E000007xQjrQAE","145","2011-01-01T00:00:00.000Z","2011-12-31T00:00:00.000Z","USD","30000","50","Item Created"
"a004E000007xQjsQAE","145","2012-01-01T00:00:00.000Z","2012-12-31T00:00:00.000Z","USD","50000","50","Item Created"
"a004E000007xQjtQAE","145","2013-01-01T00:00:00.000Z","2013-12-31T00:00:00.000Z","USD","30000","50","Item Created"
"a004E000007xQjuQAE","145","2014-01-01T00:00:00.000Z","2014-12-31T00:00:00.000Z","USD","30000","50","Item Created"
"a004E000007xQjvQAE","145","2015-01-01T00:00:00.000Z","2015-12-31T00:00:00.000Z","USD","30000","50","Item Created"
"a004E000007xQjwQAE","148","2014-03-31T23:00:00.000Z","2015-03-30T23:00:00.000Z","USD","14000","10","Item Created"
"a004E000007xQjxQAE","153","2014-04-05T23:00:00.000Z","2015-04-04T23:00:00.000Z","GBP","50","10","Item Created"
"a004E000007xQjyQAE","156","2014-01-01T00:00:00.000Z","2014-12-31T00:00:00.000Z","GBP","3610","10","Item Created"
"a004E000007xQjzQAE","164","2010-01-01T00:00:00.000Z","2010-12-31T00:00:00.000Z","INR","333000","50","Item Created"
"a004E000007xQk0QAE","164","2011-01-01T00:00:00.000Z","2011-12-31T00:00:00.000Z","INR","444000","50","Item Created"
"a004E000007xQk1QAE","164","2012-01-01T00:00:00.000Z","2012-12-31T00:00:00.000Z","INR","444000","50","Item Created"
"a004E000007xQk2QAE","164","2013-01-01T00:00:00.000Z","2013-12-31T00:00:00.000Z","INR","696000","50","Item Created"
"a004E000007xQk3QAE","164","2014-01-01T00:00:00.000Z","2014-12-31T00:00:00.000Z","INR","876000","50","Item Created"
"a004E000007xQk4QAE","173","2013-03-31T23:00:00.000Z","2014-03-30T23:00:00.000Z","GBP","12000","10","Item Created"
"a004E000007xQk5QAE","173","2014-03-31T23:00:00.000Z","2015-03-30T23:00:00.000Z","GBP","12000","10","Item Created"
"a004E000007xQk6QAE","179","2012-03-31T23:00:00.000Z","2013-03-31T00:00:00.000Z","GBP","27000","10","Item Created"
"a004E000007xQk7QAE","179","2013-03-31T23:00:00.000Z","2014-03-30T23:00:00.000Z","GBP","33000","10","Item Created"
"a004E000007xQk8QAE","180","2014-01-01T00:00:00.000Z","2014-12-31T00:00:00.000Z","GBP","4000","10","Item Created"
"a004E000007xQk9QAE","249","2015-01-01T00:00:00.000Z","2015-12-31T00:00:00.000Z","GBP","13200","10","Item Created"
"a004E000007xQkAQAU","250","2009-04-05T23:00:00.000Z","2010-04-04T23:00:00.000Z","GBP","25294","10","Item Created"
"a004E000007xQkBQAU","250","2010-04-05T23:00:00.000Z","2011-04-04T23:00:00.000Z","GBP","35085","10","Item Created"
"a004E000007xQkCQAU","250","2011-04-05T23:00:00.000Z","2012-04-04T23:00:00.000Z","GBP","39771","10","Item Created"
"a004E000007xQkDQAU","250","2012-04-05T23:00:00.000Z","2013-04-04T23:00:00.000Z","GBP","38511","10","Item Created"
"a004E000007xQkEQAU","250","2013-04-05T23:00:00.000Z","2014-04-04T23:00:00.000Z","GBP","34219","10","Item Created"
"a004E000007xQkFQAU","250","2014-04-05T23:00:00.000Z","2015-04-04T23:00:00.000Z","GBP","36455","10","Item Created"
"a004E000007xQkGQAU","250","2015-04-05T23:00:00.000Z","2016-04-04T23:00:00.000Z","GBP","36892","10","Item Created"
"a004E000007xQkHQAU","251","2012-01-01T00:00:00.000Z","2012-12-31T00:00:00.000Z","USD","1","10","Item Created"
"a004E000007xQkIQAU","253","2011-01-01T00:00:00.000Z","2011-12-31T00:00:00.000Z","USD","300000","25","Item Created"
"a004E000007xQkJQAU","253","2012-01-01T00:00:00.000Z","2012-12-31T00:00:00.000Z","USD","360000","25","Item Created"
"a004E000007xQkKQAU","253","2013-01-01T00:00:00.000Z","2013-12-31T00:00:00.000Z","USD","350000","25","Item Created"
"a004E000007xQkLQAU","253","2014-01-01T00:00:00.000Z","2014-12-31T00:00:00.000Z","USD","350000","25","Item Created"
"a004E000007xQkMQAU","253","2015-01-01T00:00:00.000Z","2015-12-31T00:00:00.000Z","USD","350000","25","Item Created"
"a004E000007xQkNQAU","255","2009-01-01T00:00:00.000Z","2009-12-31T00:00:00.000Z","USD","331453","10","Item Created"
"a004E000007xQkOQAU","255","2010-01-01T00:00:00.000Z","2010-12-31T00:00:00.000Z","USD","405206","10","Item Created"
"a004E000007xQkPQAU","255","2011-01-01T00:00:00.000Z","2011-12-31T00:00:00.000Z","USD","332408","10","Item Created"
"a004E000007xQkQQAU","255","2012-01-01T00:00:00.000Z","2012-12-31T00:00:00.000Z","USD","405000","10","Item Created"
"a004E000007xQkRQAU","255","2013-01-01T00:00:00.000Z","2013-12-31T00:00:00.000Z","USD","528276","10","Item Created"
"a004E000007xQkSQAU","255","2014-01-01T00:00:00.000Z","2014-12-31T00:00:00.000Z","USD","216690","10","Item Created"
"a004E000007xQkTQAU","256","2009-01-01T00:00:00.000Z","2009-12-31T00:00:00.000Z","USD","405808","10","Item Created"
"a004E000007xQkUQAU","256","2010-01-01T00:00:00.000Z","2010-12-31T00:00:00.000Z","USD","318512","10","Item Created"
"a004E000007xQkVQAU","256","2011-01-01T00:00:00.000Z","2011-12-31T00:00:00.000Z","USD","449652","10","Item Created"
"a004E000007xQkWQAU","256","2012-01-01T00:00:00.000Z","2012-12-31T00:00:00.000Z","USD","481793","10","Item Created"
"a004E000007xQkXQAU","256","2013-01-01T00:00:00.000Z","2013-12-31T00:00:00.000Z","USD","527063","10","Item Created"
"a004E000007xQkYQAU","256","2014-01-01T00:00:00.000Z","2014-12-31T00:00:00.000Z","USD","553416","10","Item Created"
"a004E000007xQkZQAU","258","2009-04-05T23:00:00.000Z","2010-04-04T23:00:00.000Z","GBP","35483","10","Item Created"
"a004E000007xQkaQAE","258","2010-04-05T23:00:00.000Z","2011-04-04T23:00:00.000Z","GBP","33588","10","Item Created"
"a004E000007xQkbQAE","258","2011-04-05T23:00:00.000Z","2012-04-04T23:00:00.000Z","GBP","41366","10","Item Created"
"a004E000007xQkcQAE","258","2012-04-05T23:00:00.000Z","2013-04-04T23:00:00.000Z","USD","50657","10","Item Created"
"a004E000007xQkdQAE","258","2013-04-05T23:00:00.000Z","2014-04-04T23:00:00.000Z","GBP","44629","10","Item Created"
"a004E000007xQkeQAE","258","2014-04-05T23:00:00.000Z","2015-04-04T23:00:00.000Z","GBP","25150","10","Item Created"
"a004E000007xQkfQAE","258","2015-04-05T23:00:00.000Z","2016-04-04T23:00:00.000Z","GBP","30421","10","Item Created"
"a004E000007xQkgQAE","260","2010-04-05T23:00:00.000Z","2011-04-04T23:00:00.000Z","GBP","1500","10","Item Created"
"a004E000007xQkhQAE","260","2011-04-05T23:00:00.000Z","2012-04-04T23:00:00.000Z","GBP","1500","10","Item Created"
"a004E000007xQkiQAE","260","2012-04-05T23:00:00.000Z","2013-04-04T23:00:00.000Z","GBP","1500","10","Item Created"
"a004E000007xQkjQAE","260","2013-04-05T23:00:00.000Z","2014-04-04T23:00:00.000Z","GBP","22550","10","Item Created"
"a004E000007xQkkQAE","260","2014-04-05T23:00:00.000Z","2015-04-04T23:00:00.000Z","GBP","39425.67","10","Item Created"
"a004E000007xQklQAE","260","2015-04-05T23:00:00.000Z","2016-04-04T23:00:00.000Z","GBP","42115","10","Item Created"
"a004E000007xQkmQAE","261","2009-01-01T00:00:00.000Z","2009-12-31T00:00:00.000Z","GBP","2500","10","Item Created"
"a004E000007xQknQAE","261","2010-01-01T00:00:00.000Z","2010-12-31T00:00:00.000Z","GBP","2500","10","Item Created"
"a004E000007xQkoQAE","261","2011-01-01T00:00:00.000Z","2011-12-31T00:00:00.000Z","USD","10920","10","Item Created"
"a004E000007xQkpQAE","261","2012-01-01T00:00:00.000Z","2012-12-31T00:00:00.000Z","USD","36455","10","Item Created"
"a004E000007xQkqQAE","261","2013-01-01T00:00:00.000Z","2013-12-31T00:00:00.000Z","GBP","40000","10","Item Created"
"a004E000007xQkrQAE","261","2014-01-01T00:00:00.000Z","2014-12-31T00:00:00.000Z","GBP","28000","10","Item Created"
"a004E000007xQksQAE","262","2011-01-01T00:00:00.000Z","2011-12-31T00:00:00.000Z","USD","181929","10","Item Created"
"a004E000007xQktQAE","262","2012-01-01T00:00:00.000Z","2012-12-31T00:00:00.000Z","USD","121890.88","10","Item Created"
"a004E000007xQkuQAE","264","2012-01-01T00:00:00.000Z","2012-12-31T00:00:00.000Z","USD","89000","10","Item Created"
"a004E000007xQkvQAE","264","2014-01-01T00:00:00.000Z","2014-12-31T00:00:00.000Z","USD","90500","10","Item Created"
"a004E000007xQkwQAE","264","2015-01-01T00:00:00.000Z","2015-12-31T00:00:00.000Z","USD","94000","10","Item Created"
"a004E000007xQkxQAE","266","2010-01-01T00:00:00.000Z","2010-12-31T00:00:00.000Z","GBP","32469.75","10","Item Created"
"a004E000007xQkyQAE","266","2011-01-01T00:00:00.000Z","2011-12-31T00:00:00.000Z","GBP","35785.94","10","Item Created"
"a004E000007xQkzQAE","266","2012-01-01T00:00:00.000Z","2012-12-31T00:00:00.000Z","GBP","35893.1","10","Item Created"
"a004E000007xQl0QAE","266","2013-01-01T00:00:00.000Z","2013-12-31T00:00:00.000Z","GBP","22624.04","10","Item Created"
"a004E000007xQl1QAE","266","2014-01-01T00:00:00.000Z","2014-12-31T00:00:00.000Z","GBP","36333.3","10","Item Created"
"a004E000007xQl2QAE","266","2015-01-01T00:00:00.000Z","2015-12-31T00:00:00.000Z","GBP","43600","10","Item Created"
"a004E000007xQl3QAE","267","2012-01-01T00:00:00.000Z","2012-12-31T00:00:00.000Z","USD","1","10","Item Created"
"a004E000007xQl4QAE","271","2009-01-01T00:00:00.000Z","2009-12-31T00:00:00.000Z","GBP","1","10","Item Created"
"a004E000007xQl5QAE","271","2010-01-01T00:00:00.000Z","2010-12-31T00:00:00.000Z","GBP","13461","10","Item Created"
"a004E000007xQl6QAE","271","2011-01-01T00:00:00.000Z","2011-12-31T00:00:00.000Z","GBP","8285","10","Item Created"
"a004E000007xQl7QAE","271","2012-01-01T00:00:00.000Z","2012-12-31T00:00:00.000Z","USD","15850","10","Item Created"
"a004E000007xQl8QAE","271","2013-01-01T00:00:00.000Z","2013-12-31T00:00:00.000Z","GBP","21000","10","Item Created"
"a004E000007xQl9QAE","271","2014-01-01T00:00:00.000Z","2014-12-31T00:00:00.000Z","GBP","21500","10","Item Created"
"a004E000007xQlAQAU","271","2015-01-01T00:00:00.000Z","2015-12-31T00:00:00.000Z","GBP","29000","10","Item Created"
"a004E000007xQlBQAU","271","2016-01-01T00:00:00.000Z","2016-12-31T00:00:00.000Z","GBP","30500","10","Item Created"
"a004E000007xQlCQAU","272","2010-01-01T00:00:00.000Z","2010-12-31T00:00:00.000Z","GBP","12200","10","Item Created"
"a004E000007xQlDQAU","272","2012-01-01T00:00:00.000Z","2012-12-31T00:00:00.000Z","USD","8764","10","Item Created"
"a004E000007xQlEQAU","272","2013-01-01T00:00:00.000Z","2013-12-31T00:00:00.000Z","USD","21700","10","Item Created"
"a004E000007xQlFQAU","273","2011-01-01T00:00:00.000Z","2011-12-31T00:00:00.000Z","USD","26715.29","10","Item Created"
"a004E000007xQlGQAU","273","2012-01-01T00:00:00.000Z","2012-12-31T00:00:00.000Z","USD","26022","10","Item Created"
"a004E000007xQlHQAU","273","2013-01-01T00:00:00.000Z","2013-12-31T00:00:00.000Z","USD","38756","10","Item Created"
"a004E000007xQlIQAU","273","2014-01-01T00:00:00.000Z","2014-12-31T00:00:00.000Z","USD","50000","10","Item Created"
"a004E000007xQlJQAU","274","2012-01-01T00:00:00.000Z","2012-12-31T00:00:00.000Z","USD","47550","10","Item Created"
"a004E000007xQlKQAU","275","2011-01-01T00:00:00.000Z","2011-12-31T00:00:00.000Z","USD","70964","10","Item Created"
"a004E000007xQlLQAU","275","2012-01-01T00:00:00.000Z","2012-12-31T00:00:00.000Z","USD","39436","10","Item Created"
"a004E000007xQlMQAU","275","2013-01-01T00:00:00.000Z","2013-12-31T00:00:00.000Z","USD","22256","10","Item Created"
"a004E000007xQlNQAU","275","2014-01-01T00:00:00.000Z","2014-12-31T00:00:00.000Z","USD","32610.4","10","Item Created"
"a004E000007xQlOQAU","275","2015-01-01T00:00:00.000Z","2015-12-31T00:00:00.000Z","USD","60748.09","10","Item Created"
"a004E000007xQlPQAU","277","2011-01-01T00:00:00.000Z","2011-12-31T00:00:00.000Z","USD","20000","10","Item Created"
"a004E000007xQlQQAU","278","2009-01-01T00:00:00.000Z","2009-12-31T00:00:00.000Z","GBP","38288","10","Item Created"
"a004E000007xQlRQAU","278","2010-01-01T00:00:00.000Z","2010-12-31T00:00:00.000Z","GBP","38288","10","Item Created"
"a004E000007xQlSQAU","278","2011-01-01T00:00:00.000Z","2011-12-31T00:00:00.000Z","GBP","38790.08","10","Item Created"
"a004E000007xQlTQAU","278","2012-01-01T00:00:00.000Z","2012-12-31T00:00:00.000Z","GBP","39058","10","Item Created"
"a004E000007xQlUQAU","278","2013-01-01T00:00:00.000Z","2013-12-31T00:00:00.000Z","GBP","39776.58","10","Item Created"
"a004E000007xQlVQAU","278","2014-01-01T00:00:00.000Z","2014-12-31T00:00:00.000Z","GBP","40636","10","Item Created"
"a004E000007xQlWQAU","278","2015-01-01T00:00:00.000Z","2015-12-31T00:00:00.000Z","GBP","40636","10","Item Created"
"a004E000007xQlXQAU","282","2014-01-01T00:00:00.000Z","2014-12-31T00:00:00.000Z","GBP","21500","12","Item Created"
"a004E000007xQlYQAU","282","2015-01-01T00:00:00.000Z","2015-12-31T00:00:00.000Z","GBP","28500","12","Item Created"
"a004E000007xQlZQAU","282","2016-01-01T00:00:00.000Z","2016-12-31T00:00:00.000Z","GBP","28500","12","Item Created"
"a004E000007xQlaQAE","283","2011-01-01T00:00:00.000Z","2011-12-31T00:00:00.000Z","USD","59400","10","Item Created"
"a004E000007xQlbQAE","284","2011-01-01T00:00:00.000Z","2011-12-31T00:00:00.000Z","USD","1560","15","Item Created"
"a004E000007xQlcQAE","284","2012-01-01T00:00:00.000Z","2012-12-31T00:00:00.000Z","USD","9510","15","Item Created"
"a004E000007xQldQAE","284","2013-01-01T00:00:00.000Z","2013-12-31T00:00:00.000Z","GBP","13200","15","Item Created"
"a004E000007xQleQAE","284","2014-01-01T00:00:00.000Z","2014-12-31T00:00:00.000Z","GBP","14262","15","Item Created"
"a004E000007xQlfQAE","284","2015-01-01T00:00:00.000Z","2015-12-31T00:00:00.000Z","GBP","14294","15","Item Created"
"a004E000007xQlgQAE","285","2010-01-01T00:00:00.000Z","2010-12-31T00:00:00.000Z","GBP","33000","10","Item Created"
"a004E000007xQlhQAE","285","2011-01-01T00:00:00.000Z","2011-12-31T00:00:00.000Z","GBP","34000","10","Item Created"
"a004E000007xQliQAE","285","2012-01-01T00:00:00.000Z","2012-12-31T00:00:00.000Z","GBP","34964","10","Item Created"
"a004E000007xQljQAE","285","2013-01-01T00:00:00.000Z","2013-12-31T00:00:00.000Z","GBP","35733","10","Item Created"
"a004E000007xQlkQAE","285","2014-01-01T00:00:00.000Z","2014-12-31T00:00:00.000Z","GBP","36698","10","Item Created"
"a004E000007xQllQAE","285","2015-01-01T00:00:00.000Z","2015-12-31T00:00:00.000Z","GBP","37129","10","Item Created"
"a004E000007xQlmQAE","285","2016-01-01T00:00:00.000Z","2016-12-31T00:00:00.000Z","GBP","37129","10","Item Created"
"a004E000007xQlnQAE","287","2011-01-01T00:00:00.000Z","2011-12-31T00:00:00.000Z","USD","90000","10","Item Created"
"a004E000007xQloQAE","288","2012-01-01T00:00:00.000Z","2012-12-31T00:00:00.000Z","USD","18000","10","Item Created"
"a004E000007xQlpQAE","288","2013-01-01T00:00:00.000Z","2013-12-31T00:00:00.000Z","USD","18500","10","Item Created"
"a004E000007xQlqQAE","288","2014-01-01T00:00:00.000Z","2014-12-31T00:00:00.000Z","USD","18750","10","Item Created"
"a004E000007xQlrQAE","288","2015-01-01T00:00:00.000Z","2015-12-31T00:00:00.000Z","USD","19907","10","Item Created"
"a004E000007xQlsQAE","288","2016-01-01T00:00:00.000Z","2016-12-31T00:00:00.000Z","GBP","15139","10","Item Created"
"a004E000007xQltQAE","289","2011-01-01T00:00:00.000Z","2011-12-31T00:00:00.000Z","USD","6260","10","Item Created"
"a004E000007xQluQAE","289","2012-01-01T00:00:00.000Z","2012-12-31T00:00:00.000Z","USD","20000","10","Item Created"
"a004E000007xQlvQAE","289","2013-01-01T00:00:00.000Z","2013-12-31T00:00:00.000Z","USD","22208.55","10","Item Created"
"a004E000007xQlwQAE","289","2014-01-01T00:00:00.000Z","2014-12-31T00:00:00.000Z","USD","47756.63","10","Item Created"
"a004E000007xQlxQAE","289","2015-01-01T00:00:00.000Z","2015-12-31T00:00:00.000Z","USD","36450.62","10","Item Created"
"a004E000007xQlyQAE","294","2011-01-01T00:00:00.000Z","2011-12-31T00:00:00.000Z","USD","21825","50","Item Created"
"a004E000007xQlzQAE","294","2012-01-01T00:00:00.000Z","2012-12-31T00:00:00.000Z","USD","50000","50","Item Created"
"a004E000007xQm0QAE","296","2010-01-01T00:00:00.000Z","2010-12-31T00:00:00.000Z","USD","9000","10","Item Created"
"a004E000007xQm1QAE","296","2011-01-01T00:00:00.000Z","2011-12-31T00:00:00.000Z","USD","9000","10","Item Created"
"a004E000007xQm2QAE","296","2012-01-01T00:00:00.000Z","2012-12-31T00:00:00.000Z","USD","10500","10","Item Created"
"a004E000007xQm3QAE","296","2013-01-01T00:00:00.000Z","2013-12-31T00:00:00.000Z","USD","11000","10","Item Created"
"a004E000007xQm4QAE","296","2014-01-01T00:00:00.000Z","2014-12-31T00:00:00.000Z","USD","27000","10","Item Created"
"a004E000007xQm5QAE","296","2015-01-01T00:00:00.000Z","2015-12-31T00:00:00.000Z","USD","45000","10","Item Created"
"a004E000007xQm6QAE","299","2010-01-01T00:00:00.000Z","2010-12-31T00:00:00.000Z","USD","51501","10","Item Created"
"a004E000007xQm7QAE","299","2011-01-01T00:00:00.000Z","2011-12-31T00:00:00.000Z","USD","62213","10","Item Created"
"a004E000007xQm8QAE","299","2012-01-01T00:00:00.000Z","2012-12-31T00:00:00.000Z","USD","66326","10","Item Created"
"a004E000007xQm9QAE","299","2013-01-01T00:00:00.000Z","2013-12-31T00:00:00.000Z","USD","80619","10","Item Created"
"a004E000007xQmAQAU","299","2014-01-01T00:00:00.000Z","2014-12-31T00:00:00.000Z","USD","108750.08","10","Item Created"
"a004E000007xQmBQAU","300","2010-06-30T23:00:00.000Z","2011-06-29T23:00:00.000Z","AUD","71912","10","Item Created"
"a004E000007xQmCQAU","300","2011-06-30T23:00:00.000Z","2012-06-29T23:00:00.000Z","AUD","103291","10","Item Created"
"a004E000007xQmDQAU","300","2012-06-30T23:00:00.000Z","2013-06-29T23:00:00.000Z","AUD","125537","10","Item Created"
"a004E000007xQmEQAU","300","2013-06-30T23:00:00.000Z","2014-06-29T23:00:00.000Z","AUD","124425","10","Item Created"
"a004E000007xQmFQAU","300","2014-06-30T23:00:00.000Z","2015-06-29T23:00:00.000Z","AUD","121093","10","Item Created"
"a004E000007xQmGQAU","301","2010-06-30T23:00:00.000Z","2011-06-29T23:00:00.000Z","AUD","63880","10","Item Created"
"a004E000007xQmHQAU","301","2011-06-30T23:00:00.000Z","2012-06-29T23:00:00.000Z","AUD","82632","10","Item Created"
"a004E000007xQmIQAU","301","2012-06-30T23:00:00.000Z","2013-06-29T23:00:00.000Z","AUD","97917","10","Item Created"
"a004E000007xQmJQAU","301","2013-06-30T23:00:00.000Z","2014-06-29T23:00:00.000Z","AUD","104360","10","Item Created"
"a004E000007xQmKQAU","301","2014-06-30T23:00:00.000Z","2015-06-29T23:00:00.000Z","AUD","76378","10","Item Created"
"a004E000007xQmLQAU","303","2011-01-01T00:00:00.000Z","2011-12-31T00:00:00.000Z","USD","53040","10","Item Created"
