"ID","DONATION_MD5_HASH","DONATION_CONTACT_ID","DONATION_TIMESTAMP","DONATION_TARGET","DONATION_CURRENCY","DONATION_AMOUNT","STATUS"
"a064E000004DTspQAG","859-04a682f218c746fb6dce469061877fef","859","2012-09-14T14:00:00.000Z","a0758000002kNQTAA2","AUD","220","Item Created"
"a064E000004DTsqQAG","859-5d76dd16621c1759dda40014890cd1d3","859","2012-08-14T14:00:00.000Z","a0758000002kNQTAA2","AUD","200","Item Created"
"a064E000004DTsrQAG","859-f31538ab9ca36d27b297016d229e0f23","859","2012-08-14T14:00:00.000Z","a0758000002kNJxAAM","AUD","100","Item Created"
"a064E000004DTssQAG","859-8f0fdbdce28bc18328fcc493e16a7beb","859","2012-07-14T14:00:00.000Z","a0758000002kNHQAA2","AUD","200","Item Created"
"a064E000004DTstQAG","859-f1a215e77cc71e7dece7438e825bba4d","859","2014-08-20T14:00:00.000Z","a0758000002kNJxAAM","AUD","110","Item Created"
"a064E000004DTsuQAG","859-886a3e9d4f9d3b162ba24ee92e1a1a40","859","2014-08-29T14:00:00.000Z","a0758000002kNPdAAM","AUD","120","Item Created"
"a064E000004DTsvQAG","859-d0bf30e2b95a969f4276633a46155dc7","859","2014-09-24T14:00:00.000Z","a0758000002kNOxAAM","AUD","100","Item Created"
"a064E000004DTswQAG","859-f9c293113ad1f038528938d862917818","859","2014-10-15T13:00:00.000Z","a0758000002kNFdAAM","AUD","100","Item Created"
"a064E000004DTsxQAG","859-bfca1ed81a9fec69a4bcb795d705f145","859","2014-10-15T13:00:00.000Z","a0758000002kNMBAA2","AUD","182","Item Created"
"a064E000004DTsyQAG","859-b55c3b954a6fb705eaa4bc89d521bfc8","859","2014-11-21T13:00:00.000Z","a0758000002kNM9AAM","AUD","50","Item Created"
"a064E000004DTszQAG","859-010cdd51c83b9ff081da21c2f7c1f9ee","859","2014-11-21T13:00:00.000Z","a0758000002kNNlAAM","AUD","50","Item Created"
"a064E000004DTt0QAG","859-912b62532ac2e8dd522d47bb89d48cb1","859","2015-01-03T13:00:00.000Z","a0758000002kNFoAAM","AUD","118","Item Created"
"a064E000004DTt1QAG","859-509d254721356c264de7b47161f98a13","859","2015-01-14T13:00:00.000Z","a0758000002kNPaAAM","AUD","150","Item Created"
"a064E000004DTt2QAG","859-eb38ce4e4d41bd7a8e507c6a662da5c6","859","2012-02-04T13:00:00.000Z","a0758000002kNEXAA2","AUD","50","Item Created"
"a064E000004DTt3QAG","859-1493b3f55be07cca4231f3e9bc9b0cfe","859","2015-03-13T13:00:00.000Z","a0758000002kNHRAA2","AUD","100","Item Created"
"a064E000004DTt4QAG","859-f1d3eac329f31990e64c76da68d58ee4","859","2015-04-12T14:00:00.000Z","a0758000002kNMBAA2","AUD","50","Item Created"
"a064E000004DTt5QAG","859-b9f5f82229756503b05c0812802a970d","859","2015-04-12T14:00:00.000Z","a0758000002kNMBAA2","AUD","129","Item Created"
"a064E000004DTt6QAG","859-09c9d798517e1db37994d3cbc5862650","859","2015-04-18T14:00:00.000Z","a0758000002kNE2AAM","AUD","100","Item Created"
"a064E000004DTt7QAG","859-a35c1920e89bd9ece1f0bf7cd6f2f036","859","2015-06-04T14:00:00.000Z","a0758000002kNHRAA2","AUD","200","Item Created"
"a064E000004DTt8QAG","859-746f43b819b4aa85e1727420cbd7c45c","859","2015-06-06T14:00:00.000Z","a0758000002kNMIAA2","AUD","576","Item Created"
"a064E000004DTt9QAG","859-845d71890bacee0a6029b195d42946cc","859","2015-06-03T14:00:00.000Z","a0758000002kNJxAAM","AUD","200","Item Created"
"a064E000004DTtAQAW","859-e95bd2205f7a60407e4ee93e2ad2bba7","859","2015-08-06T14:00:00.000Z","a0758000002kNMBAA2","AUD","200","Item Created"
"a064E000004DTtBQAW","859-28a0b08aa29aa679a2d4560506bd7f87","859","2015-08-06T14:00:00.000Z","a0758000002kNJxAAM","AUD","100","Item Created"
"a064E000004DTtCQAW","859-562c454d3e74a98becde67b13cabc05d","859","2015-08-13T14:00:00.000Z","a0758000002kNGHAA2","AUD","200","Item Created"
"a064E000004DTtDQAW","859-7a9ec14b6cc3378f688339d8fb1cf59c","859","2015-09-19T14:00:00.000Z","a0758000002kNPaAAM","AUD","144","Item Created"
"a064E000004DTtEQAW","859-08901edae1ab4f52044d205c942ee6fc","859","2015-09-20T14:00:00.000Z","a0758000002kNEXAA2","AUD","100","Item Created"
"a064E000004DTtFQAW","859-21b97d56a586841e31fa790a7540f000","859","2015-09-23T14:00:00.000Z","a0758000002kNJxAAM","AUD","200","Item Created"
"a064E000004DTtGQAW","859-58926a1c13ad063553c7b82a20742467","859","2015-09-23T14:00:00.000Z","a0758000002kNHoAAM","AUD","150","Item Created"
"a064E000004DTtHQAW","859-5f0f834eb9c282aac06edf6414ade8cc","859","2015-09-23T14:00:00.000Z","a0758000002kNFnAAM","AUD","120","Item Created"
"a064E000004DTtIQAW","859-068961dfaacb3de7b5f1bdec27970bbe","859","2015-12-06T13:00:00.000Z","a0758000002kNNlAAM","AUD","223","Item Created"
"a064E000004DTtJQAW","859-efab8ccda6cdaa490bbe11c300547e1b","859","2015-12-06T13:00:00.000Z","a0758000002kNCtAAM","AUD","73.84","Item Created"
"a064E000004DTtKQAW","859-714c03fe352014a81f27479aa814817b","859","2015-12-06T13:00:00.000Z","a0758000002kNLOAA2","AUD","30","Item Created"
"a064E000004DTtLQAW","859-f3e2ad87d381db21eed384cd1ead37ed","859","2015-12-25T13:00:00.000Z","a0758000002kNGHAA2","AUD","343","Item Created"
"a064E000004DTtMQAW","859-1b8e84565cf2b5f4dcc9546f20fb2788","859","2016-01-08T13:00:00.000Z","a0758000002kNDHAA2","AUD","148","Item Created"
"a064E000004DTtNQAW","859-5d4bb33dde052ef5586e0033901f4be6","859","2016-01-08T13:00:00.000Z","a0758000002kNHRAA2","AUD","300","Item Created"
"a064E000004DTtOQAW","859-6d9cce70e1c0c7554e507354b48298a8","859","2016-01-29T13:00:00.000Z","a074E000000Hz57QAC","AUD","250","Item Created"
"a064E000004DTtPQAW","859-3aa4415d06ced3b0fa4ef596eab34bed","859","2016-01-31T13:00:00.000Z","a0758000002kNHwAAM","AUD","146","Item Created"
"a064E000004DTtQQAW","859-709ef8712dd19833afcdb5e3b6d72385","859","2016-02-01T13:00:00.000Z","a074E000000Hz57QAC","AUD","50","Item Created"
"a064E000004DTtRQAW","859-81966d1204e3bcb6e6c9562b669bb3c6","859","2016-02-12T13:00:00.000Z","a074E000000Hz57QAC","AUD","70","Item Created"
"a064E000004DTtSQAW","859-2409bec8cb8a0833b13b107f03a8d8f0","859","2015-08-21T14:00:00.000Z","a074E000000Hz57QAC","USD","50","Item Created"
"a064E000004DTtTQAW","860-cefcdcee5999f4db345e88e80c8d2fd6","860","2011-12-31T00:00:00.000Z","a0758000002kNNlAAM","USD","28.7","Item Created"
"a064E000004DTtUQAW","861-bc3e16a7e006351ac56e50bb5d742f91","861","2014-10-09T23:00:00.000Z","a0758000002kNNlAAM","GBP","142","Item Created"
"a064E000004DTtVQAW","861-c2c51c9870f0a87d3396c3ed544059fe","861","2014-10-09T23:00:00.000Z","a0758000002kNHwAAM","GBP","150","Item Created"
"a064E000004DTtWQAW","861-133c392fa0edef97a44528377abb294c","861","2013-01-21T00:00:00.000Z","a0758000002kNDHAA2","GBP","304.69","Item Created"
"a064E000004DTtXQAW","861-859ef89c626837937bf0c0228aca45df","861","2013-02-06T00:00:00.000Z","a0758000002kNDHAA2","GBP","303.75","Item Created"
"a064E000004DTtYQAW","861-271bfea62ed26508e9cd54476de02df6","861","2013-03-18T00:00:00.000Z","a0758000002kNDHAA2","GBP","304.69","Item Created"
"a064E000004DTtZQAW","861-29d2ebc34c56ca1c7b84f6639f163fed","861","2013-04-15T23:00:00.000Z","a0758000002kNDHAA2","GBP","325","Item Created"
"a064E000004DTtaQAG","861-45b27058440fa5562dd5ec44c46d9389","861","2013-06-21T23:00:00.000Z","a0758000002kNDHAA2","GBP","450","Item Created"
"a064E000004DTtbQAG","861-583170fd766de7dda83a11e325f41bf2","861","2013-08-05T23:00:00.000Z","a0758000002kNDHAA2","GBP","325","Item Created"
"a064E000004DTtcQAG","861-f6d31e10201789f926365394ba912c0b","861","2013-08-28T23:00:00.000Z","a0758000002kNDHAA2","GBP","325","Item Created"
"a064E000004DTtdQAG","861-e384df8f289e8bd0abb9d2815de153f5","861","2013-10-28T00:00:00.000Z","a0758000002kNDHAA2","GBP","366.25","Item Created"
"a064E000004DTteQAG","861-ef5f19fd3d7823c98abe286f3c6f394e","861","2013-12-09T00:00:00.000Z","a0758000002kNDHAA2","GBP","366.25","Item Created"
"a064E000004DTtfQAG","861-90ff475d14c4710141c30ccb14f07960","861","2014-01-29T00:00:00.000Z","a0758000002kNDHAA2","GBP","366.25","Item Created"
"a064E000004DTtgQAG","861-3557c9c96d59905e4f394d2f622e7d61","861","2015-08-27T23:00:00.000Z","a0758000002kNDHAA2","GBP","1250","Item Created"
"a064E000004DTthQAG","861-34182b17913592c279ee88ff011702d6","861","2016-02-26T00:00:00.000Z","a0758000002kNDHAA2","GBP","1250","Item Created"
"a064E000004DTtiQAG","862-46f0e8d514b6e50db366536ecfe1fb72","862","2014-04-04T23:00:00.000Z","a0758000002kNMBAA2","GBP","877.5","Item Created"
"a064E000004DTtjQAG","862-cfb3894ab37fa532c6ed8cb77195c6a2","862","2014-04-04T23:00:00.000Z","a0758000002kNHYAA2","GBP","752.5","Item Created"
"a064E000004DTtkQAG","862-ffb037268780ebfdbf08888d4015ff2e","862","2014-04-04T23:00:00.000Z","a0758000002kNFkAAM","GBP","112.5","Item Created"
"a064E000004DTtlQAG","862-63557be5d36106313130ba6fb759a2c3","862","2014-04-04T23:00:00.000Z","a0758000002kNIeAAM","GBP","34.38","Item Created"
"a064E000004DTtmQAG","862-fa1ea9f0b2cdb7a158e4ee0433654097","862","2013-04-04T23:00:00.000Z","a0758000002kNIdAAM","GBP","225","Item Created"
"a064E000004DTtnQAG","862-59f75eb56a4050857ce2cd4f5d477a19","862","2013-04-04T23:00:00.000Z","a0758000002kNHYAA2","GBP","1062.5","Item Created"
"a064E000004DTtoQAG","862-d9d162c88ea209c8a6d9b04bbc9161ad","862","2014-04-04T23:00:00.000Z","a0758000002kNIdAAM","GBP","117","Item Created"
"a064E000004DTtpQAG","862-9192ecc3c8fb71c7f5d691da27a644b0","862","2013-04-04T23:00:00.000Z","a0758000002kNMBAA2","GBP","1062.5","Item Created"
"a064E000004DTtqQAG","862-a5d0c3510c757820e8c8a08fb5154e6f","862","2013-04-04T23:00:00.000Z","a0758000002kNIeAAM","GBP","34.38","Item Created"
"a064E000004DTtrQAG","862-2b2d9ce1cec8f7142ed8c3d1e2973f91","862","2013-04-04T23:00:00.000Z","a0758000002kNFkAAM","GBP","812.5","Item Created"
"a064E000004DTtsQAG","862-73b06e9157da4ce6e794749a6bf6b3bd","862","2014-04-04T23:00:00.000Z","a0758000002kNDfAAM","GBP","250","Item Created"
"a064E000004DTttQAG","863-8ca6e3f0f82cd95a180ab5d628309109","863","2013-12-31T00:00:00.000Z","a0758000002kNHwAAM","CHF","5622","Item Created"
"a064E000004DTtuQAG","863-1ea93fab5afb6a7955dc3b022d15af57","863","2013-12-31T00:00:00.000Z","a0758000002kNOgAAM","CHF","65","Item Created"
"a064E000004DTtvQAG","863-7b0d69ca69d8096b8e062826a3c13328","863","2013-12-31T00:00:00.000Z","a0758000002kNEYAA2","CHF","1000","Item Created"
"a064E000004DTtwQAG","863-1f3393bab2cbe9c7539c916acfed6721","863","2013-12-31T00:00:00.000Z","a0758000002kNG9AAM","CHF","100","Item Created"
"a064E000004DTtxQAG","863-5465a38cf9723560f9f90e74a20dc039","863","2012-12-31T00:00:00.000Z","a0758000002kNDHAA2","CHF","1962","Item Created"
"a064E000004DTtyQAG","863-eea5e5696183826f367942c44dad2710","863","2012-12-31T00:00:00.000Z","a0758000002kNEYAA2","CHF","1000","Item Created"
"a064E000004DTtzQAG","863-1db069008e464a5affc71717c45dd806","863","2014-03-30T23:00:00.000Z","a0758000002kNGHAA2","GBP","2000","Item Created"
"a064E000004DTu0QAG","863-71aab48d0f64e9e939397a4b34b79da9","863","2014-12-31T00:00:00.000Z","a0758000002kNHwAAM","GBP","2691","Item Created"
"a064E000004DTu1QAG","863-680133dc66edb00b2c76acc69d4e0cc8","863","2015-03-29T23:00:00.000Z","a0758000002kNI9AAM","GBP","500","Item Created"
"a064E000004DTu2QAG","863-401cd748cf3d509699016cea06946d95","863","2015-04-08T23:00:00.000Z","a0758000002kNNlAAM","GBP","421","Item Created"
"a064E000004DTu3QAG","863-8eec5e1e6ac00a5c067c861d387531a4","863","2015-04-01T23:00:00.000Z","a0758000002kNHwAAM","GBP","809","Item Created"
"a064E000004DTu4QAG","863-c0d2e21a1ccc6311d57307c9fbd672f3","863","2015-04-09T23:00:00.000Z","a0758000002kNHwAAM","GBP","1262","Item Created"
"a064E000004DTu5QAG","866-0929a3d2c6e40c2b6beb88a339d832a2","866","2014-12-31T00:00:00.000Z","a0758000002kNDHAA2","GBP","500","Item Created"
"a064E000004DTu6QAG","870-ea16cddf7dede798cebdb33bb1e1a489","870","2013-11-19T23:00:00.000Z","a0758000002kNQzAAM","CHF","13000","Item Created"
"a064E000004DTu7QAG","870-f12b92cd06d0bc2a267af22063097d94","870","2014-12-02T23:00:00.000Z","a0758000002kNQzAAM","CHF","6000","Item Created"
"a064E000004DTu8QAG","870-67764c923eaa54f675d784c2f56a6af7","870","2014-06-29T22:00:00.000Z","a0758000002kNNrAAM","CHF","6000","Item Created"
"a064E000004DTu9QAG","870-5e829e740c1c574d07191b4e21e7ab61","870","2014-10-13T22:00:00.000Z","a0758000002kNQzAAM","CHF","6000","Item Created"
"a064E000004DTuAQAW","870-c381df3146db4c73a4da4dd0a9be55cf","870","2015-05-24T22:00:00.000Z","a0758000002kNQzAAM","CHF","3750","Item Created"
"a064E000004DTuBQAW","873-d8e1c92f329e11025c3702063d0a10fd","873","2011-12-31T00:00:00.000Z","a0758000002kNNlAAM","GBP","393","Item Created"
"a064E000004DTuCQAW","873-81f21c19a2ab7f760bc8ddfbb44e7bbb","873","2013-02-12T00:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DTuDQAW","873-24e56083f5e4e2871e21aeab75ff4bb2","873","2013-12-09T00:00:00.000Z","a0758000002kNNlAAM","GBP","50","Item Created"
"a064E000004DTuEQAW","873-38bcf71a483a9b84cc42517ab02fb4d4","873","2014-04-25T23:00:00.000Z","a0758000002kNNlAAM","GBP","20","Item Created"
"a064E000004DTuFQAW","873-027e69965c814745fa7482f93d6e083a","873","2014-05-19T15:18:49.000Z","a0758000002kNNlAAM","GBP","50","Item Created"
"a064E000004DTuGQAW","873-6670cd007cedf1f4c2f7cbae7545b60c","873","2014-10-20T04:00:00.000Z","a0758000002kNNlAAM","USD","270","Item Created"
"a064E000004DTuHQAW","873-7a14c054104be0d87e3f46c8415b97e4","873","2014-10-20T04:00:00.000Z","a0758000002kNGRAA2","USD","50","Item Created"
"a064E000004DTuIQAW","873-2a56326741bc7d5a51d4d56edd37fd7f","873","2015-01-18T05:00:00.000Z","a0758000002kNNlAAM","USD","550","Item Created"
"a064E000004DTuJQAW","873-10c6ac6cbc44bc86431fd7da31cf913c","873","2015-01-18T05:00:00.000Z","a0758000002kNDHAA2","USD","275","Item Created"
"a064E000004DTuKQAW","873-f49266546e1de0c3a05c1a6ba836bfb9","873","2015-03-02T05:00:00.000Z","a0758000002kNDHAA2","USD","270","Item Created"
"a064E000004DTuLQAW","873-030c69c640dcf9bed6f3616669e2f86a","873","2015-05-14T04:00:00.000Z","a0758000002kNNlAAM","USD","250","Item Created"
"a064E000004DTuMQAW","873-0bb84cd46318628770f8d9e7f89249f4","873","2015-10-04T04:00:00.000Z","a0758000002kNHwAAM","USD","300","Item Created"
"a064E000004DTuNQAW","873-10c6ab1a7cc0a44de7078740525133b0","873","2015-12-15T05:00:00.000Z","a0758000002kNHwAAM","USD","255","Item Created"
"a064E000004DTuOQAW","873-7256b824326feb2497b76a9e216386db","873","2015-12-15T05:00:00.000Z","a0758000002kNDHAA2","USD","300","Item Created"
"a064E000004DTuPQAW","873-9d7e9d04d86d6f8326795cf363eae08c","873","2016-01-25T05:00:00.000Z","a0758000002kNNlAAM","USD","90","Item Created"
"a064E000004DTuQQAW","873-f830d11a2c774319bbd139f53ab45784","873","2016-04-20T04:00:00.000Z","a0758000002kNDHAA2","USD","200","Item Created"
"a064E000004DTuRQAW","873-0a672caaabcae58315fef7280ec254f4","873","2016-04-20T04:00:00.000Z","a0758000002kNNlAAM","USD","200","Item Created"
"a064E000004DTuSQAW","873-6551357da77777a90dfdbc235b82b194","873","2016-04-20T04:00:00.000Z","a0758000002kNGHAA2","USD","50","Item Created"
"a064E000004DTuTQAW","873-5328af44d96bc6ae06b35b12ac9654a7","873","2016-04-20T04:00:00.000Z","a0758000002kNHwAAM","USD","50","Item Created"
"a064E000004DTuUQAW","873-3820e1f9f60a864733c2b94ad3bc8d14","873","2016-05-04T04:00:00.000Z","a0758000002kNHwAAM","USD","100","Item Created"
"a064E000004DTuVQAW","873-a2d7e096b6c8582673d351d3e25fdf01","873","2016-05-04T04:00:00.000Z","a0758000002kNDHAA2","USD","150","Item Created"
"a064E000004DTuWQAW","873-28213e093abd30c62d6fbded986f18de","873","2016-05-25T04:00:00.000Z","a0758000002kNNlAAM","USD","166.26","Item Created"
"a064E000004DTuXQAW","876-e43a3138621b7c721f84d8fbc89f37ed","876","2011-12-31T00:00:00.000Z","a0758000002kNNlAAM","USD","260","Item Created"
"a064E000004DTuYQAW","879-2c549b01ff693031ca35ff202e473c7c","879","2014-01-17T00:00:00.000Z","a0758000002kNDHAA2","EUR","22","Item Created"
"a064E000004DTuZQAW","879-0066c962723a70d8f51097edff46140e","879","2014-03-05T00:00:00.000Z","a0758000002kNDHAA2","EUR","38","Item Created"
"a064E000004DTuaQAG","879-cf412fd68ca6eb84e5fec85657738707","879","2014-03-05T00:00:00.000Z","a0758000002kNDHAA2","EUR","18","Item Created"
"a064E000004DTubQAG","879-beec380767131f5cca310794323b5542","879","2014-04-15T23:00:00.000Z","a0758000002kNDHAA2","EUR","24","Item Created"
"a064E000004DTucQAG","879-3eba497268023625169af96961374e1d","879","2013-12-31T00:00:00.000Z","a0758000002kNDHAA2","EUR","356","Item Created"
"a064E000004DTudQAG","879-8f357d9e08bdd40a91cecbe9c924fb94","879","2013-11-13T00:00:00.000Z","a0758000002kNDHAA2","EUR","70","Item Created"
"a064E000004DTueQAG","879-b0fb5a493eac9493b9d4b6a524a0cca8","879","2013-09-17T23:00:00.000Z","a0758000002kNDHAA2","EUR","10","Item Created"
"a064E000004DTufQAG","879-fe57126e27573d1d1ed215d0708fd1cc","879","2013-08-05T23:00:00.000Z","a0758000002kNDHAA2","EUR","10","Item Created"
"a064E000004DTugQAG","879-9e399e5868cc415f3d005306caf122a4","879","2013-07-01T23:00:00.000Z","a0758000002kNDHAA2","EUR","30","Item Created"
"a064E000004DTuhQAG","879-72a0bd9e5c42f33e733ba3a643cce118","879","2013-06-09T23:00:00.000Z","a0758000002kNDHAA2","EUR","20","Item Created"
"a064E000004DTuiQAG","879-c62fad50082edfe78a90284633745500","879","2013-05-15T23:00:00.000Z","a0758000002kNDHAA2","EUR","60","Item Created"
"a064E000004DTujQAG","879-b86e0bd155bb4a758457276898ed37e8","879","2013-04-03T23:00:00.000Z","a0758000002kNDHAA2","EUR","80","Item Created"
"a064E000004DTukQAG","879-42773b0a44cbbb7d6f8373ee079bd2bc","879","2013-02-28T00:00:00.000Z","a0758000002kNDHAA2","EUR","80","Item Created"
"a064E000004DTulQAG","879-09931b5d3bfb27e51f5497f6dc45668d","879","2013-02-05T00:00:00.000Z","a0758000002kNDHAA2","EUR","10","Item Created"
"a064E000004DTumQAG","879-ef9a12a8bfdf63474f557beb1e527135","879","2013-01-02T00:00:00.000Z","a0758000002kNDHAA2","EUR","20","Item Created"
"a064E000004DTunQAG","879-d1389b27698582d7de2f44a162f163be","879","2013-12-31T00:00:00.000Z","a0758000002kNPdAAM","EUR","300","Item Created"
"a064E000004DTuoQAG","879-3f681b1f8b3853f676869fe2787316b0","879","2014-05-02T23:00:00.000Z","a0758000002kNDHAA2","EUR","36","Item Created"
"a064E000004DTupQAG","879-7ffe60e8223435474246483c5b0ecca2","879","2014-07-03T23:00:00.000Z","a0758000002kNDHAA2","EUR","50","Item Created"
"a064E000004DTuqQAG","879-c0e6bf50e4a7851b581f150eb6c3bef3","879","2014-07-04T23:00:00.000Z","a0758000002kNDHAA2","EUR","36","Item Created"
"a064E000004DTurQAG","879-f818ceaadfe07a61d7f7c861ee94b269","879","2014-07-04T23:00:00.000Z","a0758000002kNDHAA2","EUR","29","Item Created"
"a064E000004DTusQAG","879-822369c3e664a24171ff45d4ba68c6d5","879","2014-09-01T23:00:00.000Z","a0758000002kNDHAA2","EUR","33","Item Created"
"a064E000004DTutQAG","879-8190ffede277bfda9e0c8814e463f899","879","2014-09-01T23:00:00.000Z","a0758000002kNDHAA2","EUR","27","Item Created"
"a064E000004DTuuQAG","879-9a9a07acd834566bc290648638ac90fa","879","2014-10-02T23:00:00.000Z","a0758000002kNDHAA2","EUR","42","Item Created"
"a064E000004DTuvQAG","879-d9c6fd39426b8188925d4a3c06a75f85","879","2014-11-05T00:00:00.000Z","a0758000002kNDHAA2","EUR","45","Item Created"
"a064E000004DTuwQAG","879-f479bab487ce8ea0a683af9ca5807d11","879","2014-12-10T00:00:00.000Z","a0758000002kNDHAA2","EUR","36","Item Created"
"a064E000004DTuxQAG","879-4542d4ad6265b9a79218ad29d0f63004","879","2014-12-31T00:00:00.000Z","a0758000002kNDHAA2","EUR","33","Item Created"
"a064E000004DTuyQAG","879-0e9afa5a73d8a2551db58448af4f711b","879","2014-12-31T00:00:00.000Z","a0758000002kNDHAA2","EUR","900","Item Created"
"a064E000004DTuzQAG","879-647d9e5533b027cd2aea57a5ff8e4076","879","2014-12-31T00:00:00.000Z","a0758000002kNDHAA2","EUR","14.67","Item Created"
"a064E000004DTv0QAG","879-885a8df94113740dd412a2cec602d1ce","879","2015-01-31T00:00:00.000Z","a0758000002kNDHAA2","EUR","51","Item Created"
"a064E000004DTv1QAG","879-a6c4da8879b15887722114de81205e6b","879","2015-02-28T00:00:00.000Z","a0758000002kNDHAA2","EUR","36","Item Created"
"a064E000004DTv2QAG","879-9163b4ea2f8de6d8eb363c4a6ec6491e","879","2015-04-01T23:00:00.000Z","a0758000002kNDHAA2","EUR","35","Item Created"
"a064E000004DTv3QAG","879-f02de1a9e131fbf34370eaeef29fba13","879","2015-05-01T23:00:00.000Z","a0758000002kNDHAA2","EUR","53","Item Created"
"a064E000004DTv4QAG","879-c158ccdba4518584d2ec4eb758a65762","879","2015-06-16T23:00:00.000Z","a0758000002kNDHAA2","EUR","37","Item Created"
"a064E000004DTv5QAG","879-cc45e94164a1607109937c7ecab9bf37","879","2015-07-05T23:00:00.000Z","a0758000002kNDHAA2","EUR","36","Item Created"
"a064E000004DTv6QAG","879-959b6442cccd7ac2bf73d7c5785367a3","879","2015-08-06T23:00:00.000Z","a0758000002kNDHAA2","EUR","32","Item Created"
"a064E000004DTv7QAG","879-c1f41b0d3efacf3e551b2727ef9c0a02","879","2015-09-09T23:00:00.000Z","a0758000002kNDHAA2","EUR","33","Item Created"
"a064E000004DTv8QAG","879-f455ca25f71d7029081ef91f85d1317e","879","2015-10-03T23:00:00.000Z","a0758000002kNDHAA2","EUR","44","Item Created"
"a064E000004DTv9QAG","879-f47156ad13368a5e1ca8b65478b4bd40","879","2015-11-01T00:00:00.000Z","a0758000002kNDHAA2","EUR","39","Item Created"
"a064E000004DTvAQAW","879-54cd0b1ac70c5babfe844139ceb0949d","879","2015-12-09T00:00:00.000Z","a0758000002kNDHAA2","EUR","30","Item Created"
"a064E000004DTvBQAW","879-5e3219c30fa03056550540403028707c","879","2015-12-31T00:00:00.000Z","a0758000002kNDHAA2","EUR","31","Item Created"
"a064E000004DTvCQAW","879-418742b6f8e296627f90d631e1b52931","879","2015-12-31T00:00:00.000Z","a0758000002kNDHAA2","EUR","500","Item Created"
"a064E000004DTvDQAW","879-f65b925d821954a6d3fd6f92977ef88b","879","2015-12-31T00:00:00.000Z","a0758000002kNDHAA2","EUR","500","Item Created"
"a064E000004DTvEQAW","879-48d445433dd4da56bfdd03a46c588a5b","879","2016-02-13T00:00:00.000Z","a0758000002kNDHAA2","EUR","59","Item Created"
"a064E000004DTvFQAW","879-9d98a39d453e6eb0f68722c54ce030f8","879","2016-03-18T00:00:00.000Z","a0758000002kNDHAA2","EUR","36","Item Created"
"a064E000004DTvGQAW","879-37aea2b1b237c51d4e6fd771148ae40c","879","2016-04-03T23:00:00.000Z","a0758000002kNDHAA2","EUR","31","Item Created"
"a064E000004DTvHQAW","879-5bfb16bda3581893a5aab6694543f90a","879","2016-04-24T23:00:00.000Z","a0758000002kNDHAA2","EUR","25","Item Created"
"a064E000004DTvIQAW","879-c5d28eff583422b55d47ba40419054c3","879","2016-05-20T23:00:00.000Z","a0758000002kNDHAA2","EUR","45","Item Created"
"a064E000004DTvJQAW","883-e8e7d8bb374890b999d759cc4f817e26","883","2012-12-09T08:00:00.000Z","a0758000002kNQKAA2","USD","50","Item Created"
"a064E000004DTvKQAW","883-5c4b210957f6841632f523a4d22971b1","883","2013-01-10T08:00:00.000Z","a0758000002kNDHAA2","USD","220","Item Created"
"a064E000004DTvLQAW","883-6f035c70878508638d7342854d092a5d","883","2014-04-28T07:00:00.000Z","a0758000002kNHwAAM","USD","500","Item Created"
"a064E000004DTvMQAW","883-233e39b14651d9a40f596a1872e27924","883","2014-01-26T08:00:00.000Z","a0758000002kNJ8AAM","USD","40","Item Created"
"a064E000004DTvNQAW","883-6337dc1ab0f06728d28788a719b7195a","883","2014-05-31T07:00:00.000Z","a0758000002kNHwAAM","USD","700","Item Created"
"a064E000004DTvOQAW","883-2946822e1a3246f82555b061ebb6564e","883","2015-03-28T07:00:00.000Z","a0758000002kNHwAAM","USD","700","Item Created"
"a064E000004DTvPQAW","883-e30e89bd6a71068a08465bc302738065","883","2015-04-21T07:00:00.000Z","a0758000002kNHwAAM","USD","700","Item Created"
"a064E000004DTvQQAW","884-d8fa10f14b876e6a64f63665af7af823","884","2013-12-05T06:00:00.000Z","a0758000002kNDHAA2","USD","2310","Item Created"
"a064E000004DTvRQAW","884-c2f59915d434ce8818d2f4bfc69f5bb5","884","2013-12-31T06:00:00.000Z","a0758000002kNHwAAM","USD","1560","Item Created"
"a064E000004DTvSQAW","884-0488cafbfa795fe705954b0e709dbdd6","884","2014-01-01T06:00:00.000Z","a0758000002kNHwAAM","USD","250","Item Created"
"a064E000004DTvTQAW","884-91e75c10b7742560623068c477e158da","884","2014-02-01T06:00:00.000Z","a0758000002kNHwAAM","USD","250","Item Created"
"a064E000004DTvUQAW","884-bfd3f483cf34162772ba714f3bedb56c","884","2014-03-01T06:00:00.000Z","a0758000002kNHwAAM","USD","250","Item Created"
"a064E000004DTvVQAW","884-19d883dcb02474a4b488ecfc9f7b6cff","884","2014-04-01T05:00:00.000Z","a0758000002kNHwAAM","USD","250","Item Created"
"a064E000004DTvWQAW","884-c38a72b80a7d64bc7cf2c82124aa65fc","884","2014-05-01T05:00:00.000Z","a0758000002kNHwAAM","USD","250","Item Created"
"a064E000004DTvXQAW","884-f2dd1a4bba0ae77e8238b1c3010a8a26","884","2014-06-01T05:00:00.000Z","a0758000002kNHwAAM","USD","250","Item Created"
