"ID","INCOME_CONTACT_ID","INCOME_START_DATE","INCOME_END_DATE","INCOME_CURRENCY","INCOME_AMOUNT","INCOME_PLEDGE_PERCENTAGE","STATUS"
"a004E000007xRkUQAU","258","2015-04-05T23:00:00.000Z","2016-04-04T23:00:00.000Z","GBP","30421","10","Item Created"
"a004E000007xRkVQAU","260","2010-04-05T23:00:00.000Z","2011-04-04T23:00:00.000Z","GBP","1500","10","Item Created"
"a004E000007xRkWQAU","260","2011-04-05T23:00:00.000Z","2012-04-04T23:00:00.000Z","GBP","1500","10","Item Created"
"a004E000007xRkXQAU","260","2012-04-05T23:00:00.000Z","2013-04-04T23:00:00.000Z","GBP","1500","10","Item Created"
"a004E000007xRkYQAU","260","2013-04-05T23:00:00.000Z","2014-04-04T23:00:00.000Z","GBP","22550","10","Item Created"
"a004E000007xRkZQAU","260","2014-04-05T23:00:00.000Z","2015-04-04T23:00:00.000Z","GBP","39425.67","10","Item Created"
"a004E000007xRkaQAE","260","2015-04-05T23:00:00.000Z","2016-04-04T23:00:00.000Z","GBP","42115","10","Item Created"
"a004E000007xRkbQAE","261","2009-01-01T00:00:00.000Z","2009-12-31T00:00:00.000Z","GBP","2500","10","Item Created"
"a004E000007xRkcQAE","261","2010-01-01T00:00:00.000Z","2010-12-31T00:00:00.000Z","GBP","2500","10","Item Created"
"a004E000007xRkdQAE","261","2011-01-01T00:00:00.000Z","2011-12-31T00:00:00.000Z","USD","10920","10","Item Created"
"a004E000007xRkeQAE","261","2012-01-01T00:00:00.000Z","2012-12-31T00:00:00.000Z","USD","36455","10","Item Created"
"a004E000007xRkfQAE","261","2013-01-01T00:00:00.000Z","2013-12-31T00:00:00.000Z","GBP","40000","10","Item Created"
"a004E000007xRkgQAE","261","2014-01-01T00:00:00.000Z","2014-12-31T00:00:00.000Z","GBP","28000","10","Item Created"
"a004E000007xRkhQAE","262","2011-01-01T00:00:00.000Z","2011-12-31T00:00:00.000Z","USD","181929","10","Item Created"
"a004E000007xRkiQAE","262","2012-01-01T00:00:00.000Z","2012-12-31T00:00:00.000Z","USD","121890.88","10","Item Created"
"a004E000007xRkjQAE","264","2012-01-01T00:00:00.000Z","2012-12-31T00:00:00.000Z","USD","89000","10","Item Created"
"a004E000007xRkkQAE","264","2014-01-01T00:00:00.000Z","2014-12-31T00:00:00.000Z","USD","90500","10","Item Created"
"a004E000007xRklQAE","264","2015-01-01T00:00:00.000Z","2015-12-31T00:00:00.000Z","USD","94000","10","Item Created"
"a004E000007xRkmQAE","266","2010-01-01T00:00:00.000Z","2010-12-31T00:00:00.000Z","GBP","32469.75","10","Item Created"
"a004E000007xRknQAE","266","2011-01-01T00:00:00.000Z","2011-12-31T00:00:00.000Z","GBP","35785.94","10","Item Created"
"a004E000007xRkoQAE","266","2012-01-01T00:00:00.000Z","2012-12-31T00:00:00.000Z","GBP","35893.1","10","Item Created"
"a004E000007xRkpQAE","266","2013-01-01T00:00:00.000Z","2013-12-31T00:00:00.000Z","GBP","22624.04","10","Item Created"
"a004E000007xRkqQAE","266","2014-01-01T00:00:00.000Z","2014-12-31T00:00:00.000Z","GBP","36333.3","10","Item Created"
"a004E000007xRkrQAE","266","2015-01-01T00:00:00.000Z","2015-12-31T00:00:00.000Z","GBP","43600","10","Item Created"
"a004E000007xRksQAE","267","2012-01-01T00:00:00.000Z","2012-12-31T00:00:00.000Z","USD","1","10","Item Created"
"a004E000007xRktQAE","271","2009-01-01T00:00:00.000Z","2009-12-31T00:00:00.000Z","GBP","1","10","Item Created"
"a004E000007xRkuQAE","271","2010-01-01T00:00:00.000Z","2010-12-31T00:00:00.000Z","GBP","13461","10","Item Created"
"a004E000007xRkvQAE","271","2011-01-01T00:00:00.000Z","2011-12-31T00:00:00.000Z","GBP","8285","10","Item Created"
"a004E000007xRkwQAE","271","2012-01-01T00:00:00.000Z","2012-12-31T00:00:00.000Z","USD","15850","10","Item Created"
"a004E000007xRkxQAE","271","2013-01-01T00:00:00.000Z","2013-12-31T00:00:00.000Z","GBP","21000","10","Item Created"
"a004E000007xRkyQAE","271","2014-01-01T00:00:00.000Z","2014-12-31T00:00:00.000Z","GBP","21500","10","Item Created"
"a004E000007xRkzQAE","271","2015-01-01T00:00:00.000Z","2015-12-31T00:00:00.000Z","GBP","29000","10","Item Created"
"a004E000007xRl0QAE","271","2016-01-01T00:00:00.000Z","2016-12-31T00:00:00.000Z","GBP","30500","10","Item Created"
"a004E000007xRl1QAE","272","2010-01-01T00:00:00.000Z","2010-12-31T00:00:00.000Z","GBP","12200","10","Item Created"
"a004E000007xRl2QAE","272","2012-01-01T00:00:00.000Z","2012-12-31T00:00:00.000Z","USD","8764","10","Item Created"
"a004E000007xRl3QAE","272","2013-01-01T00:00:00.000Z","2013-12-31T00:00:00.000Z","USD","21700","10","Item Created"
"a004E000007xRl4QAE","273","2011-01-01T00:00:00.000Z","2011-12-31T00:00:00.000Z","USD","26715.29","10","Item Created"
"a004E000007xRl5QAE","273","2012-01-01T00:00:00.000Z","2012-12-31T00:00:00.000Z","USD","26022","10","Item Created"
"a004E000007xRl6QAE","273","2013-01-01T00:00:00.000Z","2013-12-31T00:00:00.000Z","USD","38756","10","Item Created"
"a004E000007xRl7QAE","273","2014-01-01T00:00:00.000Z","2014-12-31T00:00:00.000Z","USD","50000","10","Item Created"
"a004E000007xRl8QAE","274","2012-01-01T00:00:00.000Z","2012-12-31T00:00:00.000Z","USD","47550","10","Item Created"
"a004E000007xRl9QAE","275","2011-01-01T00:00:00.000Z","2011-12-31T00:00:00.000Z","USD","70964","10","Item Created"
"a004E000007xRlAQAU","275","2012-01-01T00:00:00.000Z","2012-12-31T00:00:00.000Z","USD","39436","10","Item Created"
"a004E000007xRlBQAU","275","2013-01-01T00:00:00.000Z","2013-12-31T00:00:00.000Z","USD","22256","10","Item Created"
"a004E000007xRlCQAU","275","2014-01-01T00:00:00.000Z","2014-12-31T00:00:00.000Z","USD","32610.4","10","Item Created"
"a004E000007xRlDQAU","275","2015-01-01T00:00:00.000Z","2015-12-31T00:00:00.000Z","USD","60748.09","10","Item Created"
"a004E000007xRlEQAU","277","2011-01-01T00:00:00.000Z","2011-12-31T00:00:00.000Z","USD","20000","10","Item Created"
"a004E000007xRlFQAU","278","2009-01-01T00:00:00.000Z","2009-12-31T00:00:00.000Z","GBP","38288","10","Item Created"
"a004E000007xRlGQAU","278","2010-01-01T00:00:00.000Z","2010-12-31T00:00:00.000Z","GBP","38288","10","Item Created"
"a004E000007xRlHQAU","278","2011-01-01T00:00:00.000Z","2011-12-31T00:00:00.000Z","GBP","38790.08","10","Item Created"
"a004E000007xRlIQAU","278","2012-01-01T00:00:00.000Z","2012-12-31T00:00:00.000Z","GBP","39058","10","Item Created"
"a004E000007xRlJQAU","278","2013-01-01T00:00:00.000Z","2013-12-31T00:00:00.000Z","GBP","39776.58","10","Item Created"
"a004E000007xRlKQAU","278","2014-01-01T00:00:00.000Z","2014-12-31T00:00:00.000Z","GBP","40636","10","Item Created"
"a004E000007xRlLQAU","278","2015-01-01T00:00:00.000Z","2015-12-31T00:00:00.000Z","GBP","40636","10","Item Created"
"a004E000007xRlMQAU","282","2014-01-01T00:00:00.000Z","2014-12-31T00:00:00.000Z","GBP","21500","12","Item Created"
"a004E000007xRlNQAU","282","2015-01-01T00:00:00.000Z","2015-12-31T00:00:00.000Z","GBP","28500","12","Item Created"
"a004E000007xRlOQAU","282","2016-01-01T00:00:00.000Z","2016-12-31T00:00:00.000Z","GBP","28500","12","Item Created"
"a004E000007xRlPQAU","283","2011-01-01T00:00:00.000Z","2011-12-31T00:00:00.000Z","USD","59400","10","Item Created"
"a004E000007xRlQQAU","284","2011-01-01T00:00:00.000Z","2011-12-31T00:00:00.000Z","USD","1560","15","Item Created"
"a004E000007xRlRQAU","284","2012-01-01T00:00:00.000Z","2012-12-31T00:00:00.000Z","USD","9510","15","Item Created"
"a004E000007xRlSQAU","284","2013-01-01T00:00:00.000Z","2013-12-31T00:00:00.000Z","GBP","13200","15","Item Created"
"a004E000007xRlTQAU","284","2014-01-01T00:00:00.000Z","2014-12-31T00:00:00.000Z","GBP","14262","15","Item Created"
"a004E000007xRlUQAU","284","2015-01-01T00:00:00.000Z","2015-12-31T00:00:00.000Z","GBP","14294","15","Item Created"
"a004E000007xRlVQAU","285","2010-01-01T00:00:00.000Z","2010-12-31T00:00:00.000Z","GBP","33000","10","Item Created"
"a004E000007xRlWQAU","285","2011-01-01T00:00:00.000Z","2011-12-31T00:00:00.000Z","GBP","34000","10","Item Created"
"a004E000007xRlXQAU","285","2012-01-01T00:00:00.000Z","2012-12-31T00:00:00.000Z","GBP","34964","10","Item Created"
"a004E000007xRlYQAU","285","2013-01-01T00:00:00.000Z","2013-12-31T00:00:00.000Z","GBP","35733","10","Item Created"
"a004E000007xRlZQAU","285","2014-01-01T00:00:00.000Z","2014-12-31T00:00:00.000Z","GBP","36698","10","Item Created"
"a004E000007xRlaQAE","285","2015-01-01T00:00:00.000Z","2015-12-31T00:00:00.000Z","GBP","37129","10","Item Created"
"a004E000007xRlbQAE","285","2016-01-01T00:00:00.000Z","2016-12-31T00:00:00.000Z","GBP","37129","10","Item Created"
"a004E000007xRlcQAE","287","2011-01-01T00:00:00.000Z","2011-12-31T00:00:00.000Z","USD","90000","10","Item Created"
"a004E000007xRldQAE","288","2012-01-01T00:00:00.000Z","2012-12-31T00:00:00.000Z","USD","18000","10","Item Created"
"a004E000007xRleQAE","288","2013-01-01T00:00:00.000Z","2013-12-31T00:00:00.000Z","USD","18500","10","Item Created"
"a004E000007xRlfQAE","288","2014-01-01T00:00:00.000Z","2014-12-31T00:00:00.000Z","USD","18750","10","Item Created"
"a004E000007xRlgQAE","288","2015-01-01T00:00:00.000Z","2015-12-31T00:00:00.000Z","USD","19907","10","Item Created"
"a004E000007xRlhQAE","288","2016-01-01T00:00:00.000Z","2016-12-31T00:00:00.000Z","GBP","15139","10","Item Created"
"a004E000007xRliQAE","289","2011-01-01T00:00:00.000Z","2011-12-31T00:00:00.000Z","USD","6260","10","Item Created"
"a004E000007xRljQAE","289","2012-01-01T00:00:00.000Z","2012-12-31T00:00:00.000Z","USD","20000","10","Item Created"
"a004E000007xRlkQAE","289","2013-01-01T00:00:00.000Z","2013-12-31T00:00:00.000Z","USD","22208.55","10","Item Created"
"a004E000007xRllQAE","289","2014-01-01T00:00:00.000Z","2014-12-31T00:00:00.000Z","USD","47756.63","10","Item Created"
"a004E000007xRlmQAE","289","2015-01-01T00:00:00.000Z","2015-12-31T00:00:00.000Z","USD","36450.62","10","Item Created"
"a004E000007xRlnQAE","294","2011-01-01T00:00:00.000Z","2011-12-31T00:00:00.000Z","USD","21825","50","Item Created"
"a004E000007xRloQAE","294","2012-01-01T00:00:00.000Z","2012-12-31T00:00:00.000Z","USD","50000","50","Item Created"
"a004E000007xRlpQAE","296","2010-01-01T00:00:00.000Z","2010-12-31T00:00:00.000Z","USD","9000","10","Item Created"
"a004E000007xRlqQAE","296","2011-01-01T00:00:00.000Z","2011-12-31T00:00:00.000Z","USD","9000","10","Item Created"
"a004E000007xRlrQAE","296","2012-01-01T00:00:00.000Z","2012-12-31T00:00:00.000Z","USD","10500","10","Item Created"
"a004E000007xRlsQAE","296","2013-01-01T00:00:00.000Z","2013-12-31T00:00:00.000Z","USD","11000","10","Item Created"
"a004E000007xRltQAE","296","2014-01-01T00:00:00.000Z","2014-12-31T00:00:00.000Z","USD","27000","10","Item Created"
"a004E000007xRluQAE","296","2015-01-01T00:00:00.000Z","2015-12-31T00:00:00.000Z","USD","45000","10","Item Created"
"a004E000007xRlvQAE","299","2010-01-01T00:00:00.000Z","2010-12-31T00:00:00.000Z","USD","51501","10","Item Created"
"a004E000007xRlwQAE","299","2011-01-01T00:00:00.000Z","2011-12-31T00:00:00.000Z","USD","62213","10","Item Created"
"a004E000007xRlxQAE","299","2012-01-01T00:00:00.000Z","2012-12-31T00:00:00.000Z","USD","66326","10","Item Created"
"a004E000007xRlyQAE","299","2013-01-01T00:00:00.000Z","2013-12-31T00:00:00.000Z","USD","80619","10","Item Created"
"a004E000007xRlzQAE","299","2014-01-01T00:00:00.000Z","2014-12-31T00:00:00.000Z","USD","108750.08","10","Item Created"
"a004E000007xRm0QAE","300","2010-06-30T23:00:00.000Z","2011-06-29T23:00:00.000Z","AUD","71912","10","Item Created"
"a004E000007xRm1QAE","300","2011-06-30T23:00:00.000Z","2012-06-29T23:00:00.000Z","AUD","103291","10","Item Created"
"a004E000007xRm2QAE","300","2012-06-30T23:00:00.000Z","2013-06-29T23:00:00.000Z","AUD","125537","10","Item Created"
"a004E000007xRm3QAE","300","2013-06-30T23:00:00.000Z","2014-06-29T23:00:00.000Z","AUD","124425","10","Item Created"
"a004E000007xRm4QAE","300","2014-06-30T23:00:00.000Z","2015-06-29T23:00:00.000Z","AUD","121093","10","Item Created"
"a004E000007xRm5QAE","301","2010-06-30T23:00:00.000Z","2011-06-29T23:00:00.000Z","AUD","63880","10","Item Created"
"a004E000007xRm6QAE","301","2011-06-30T23:00:00.000Z","2012-06-29T23:00:00.000Z","AUD","82632","10","Item Created"
"a004E000007xRm7QAE","301","2012-06-30T23:00:00.000Z","2013-06-29T23:00:00.000Z","AUD","97917","10","Item Created"
