"ID","DONATION_CONTACT_ID","DONATION_TIMESTAMP","DONATION_TARGET","DONATION_CURRENCY","DONATION_AMOUNT","STATUS"
"a064E000004DQtOQAW","284","2013-11-18T16:00:00.000Z","a0758000002kNDHAA2","GBP","200","Item Created"
"a064E000004DQtPQAW","284","2013-10-30T16:00:00.000Z","a0758000002kNNlAAM","GBP","50","Item Created"
"a064E000004DQtQQAW","284","2013-06-26T16:00:00.000Z","a0758000002kNNlAAM","GBP","510","Item Created"
"a064E000004DQtRQAW","284","2013-02-21T16:00:00.000Z","a0758000002kNDHAA2","GBP","500","Item Created"
"a064E000004DQtSQAW","284","2014-08-27T16:00:00.000Z","a0758000002kNDHAA2","GBP","130","Item Created"
"a064E000004DQtTQAW","284","2014-08-27T16:00:00.000Z","a0758000002kNNlAAM","GBP","130","Item Created"
"a064E000004DQtUQAW","284","2014-08-27T16:00:00.000Z","a0758000002kNGHAA2","GBP","130","Item Created"
"a064E000004DQtVQAW","284","2014-08-27T16:00:00.000Z","a0758000002kNMyAAM","GBP","130","Item Created"
"a064E000004DQtWQAW","284","2014-12-01T16:00:00.000Z","a0758000002kNNlAAM","GBP","366","Item Created"
"a064E000004DQtXQAW","284","2015-04-12T16:00:00.000Z","a0758000002kNDHAA2","GBP","30","Item Created"
"a064E000004DQtYQAW","284","2015-12-29T16:00:00.000Z","a0758000002kNGHAA2","GBP","95","Item Created"
"a064E000004DQtZQAW","284","2015-12-29T16:00:00.000Z","a0758000002kNGHAA2","GBP","9.5","Item Created"
"a064E000004DQtaQAG","284","2015-12-30T16:00:00.000Z","a0758000002kNNlAAM","GBP","850","Item Created"
"a064E000004DQtbQAG","285","2011-12-31T00:00:00.000Z","a0758000002kNMBAA2","GBP","3750","Item Created"
"a064E000004DQtcQAG","285","2012-12-31T00:00:00.000Z","a0758000002kNMBAA2","GBP","4014","Item Created"
"a064E000004DQtdQAG","285","2013-12-31T00:00:00.000Z","a0758000002kNMBAA2","GBP","3578","Item Created"
"a064E000004DQteQAG","285","2010-12-31T00:00:00.000Z","a0758000002kNMBAA2","GBP","5414","Item Created"
"a064E000004DQtfQAG","285","2014-12-31T00:00:00.000Z","a0758000002kNMBAA2","GBP","7500","Item Created"
"a064E000004DQtgQAG","288","2014-05-04T05:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQthQAG","288","2014-01-05T06:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQtiQAG","288","2014-01-13T06:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQtjQAG","288","2014-01-19T06:00:00.000Z","a0758000002kNDHAA2","GBP","30","Item Created"
"a064E000004DQtkQAG","288","2014-02-02T06:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQtlQAG","288","2014-02-16T06:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQtmQAG","288","2014-03-03T06:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQtnQAG","288","2014-03-09T06:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQtoQAG","288","2014-03-24T06:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQtpQAG","288","2013-05-12T05:00:00.000Z","a0758000002kNDHAA2","GBP","30","Item Created"
"a064E000004DQtqQAG","288","2013-11-24T06:00:00.000Z","a0758000002kNDHAA2","GBP","30","Item Created"
"a064E000004DQtrQAG","288","2013-10-20T05:00:00.000Z","a0758000002kNDHAA2","GBP","30","Item Created"
"a064E000004DQtsQAG","288","2013-10-06T05:00:00.000Z","a0758000002kNDHAA2","GBP","30","Item Created"
"a064E000004DQttQAG","288","2013-09-01T05:00:00.000Z","a0758000002kNDHAA2","GBP","30","Item Created"
"a064E000004DQtuQAG","288","2013-08-13T05:00:00.000Z","a0758000002kNDHAA2","GBP","30","Item Created"
"a064E000004DQtvQAG","288","2013-07-28T05:00:00.000Z","a0758000002kNDHAA2","GBP","30","Item Created"
"a064E000004DQtwQAG","288","2013-06-23T05:00:00.000Z","a0758000002kNDHAA2","GBP","30","Item Created"
"a064E000004DQtxQAG","288","2013-12-24T06:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQtyQAG","288","2013-12-08T06:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQtzQAG","288","2013-12-01T06:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQu0QAG","288","2013-11-10T06:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQu1QAG","288","2013-10-13T05:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQu2QAG","288","2013-09-08T05:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQu3QAG","288","2013-08-22T05:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQu4QAG","288","2013-08-07T05:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQu5QAG","288","2013-07-21T05:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQu6QAG","288","2013-07-12T05:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQu7QAG","288","2013-06-08T05:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQu8QAG","288","2013-03-11T06:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQu9QAG","288","2013-03-27T06:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQuAQAW","288","2014-05-18T05:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQuBQAW","288","2014-07-20T05:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQuCQAW","288","2014-07-27T05:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQuDQAW","288","2014-08-06T05:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQuEQAW","288","2014-08-15T05:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQuFQAW","288","2014-08-21T05:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQuGQAW","288","2014-08-31T05:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQuHQAW","288","2014-09-07T05:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQuIQAW","288","2014-09-21T05:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQuJQAW","288","2014-09-28T05:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQuKQAW","288","2014-10-12T05:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQuLQAW","288","2014-11-02T06:00:00.000Z","a0758000002kNGNAA2","GBP","30","Item Created"
"a064E000004DQuMQAW","288","2014-11-09T06:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQuNQAW","288","2014-11-16T06:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQuOQAW","288","2014-11-23T06:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQuPQAW","288","2014-11-30T06:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQuQQAW","288","2014-11-30T06:00:00.000Z","a0758000002kNQ8AAM","GBP","25","Item Created"
"a064E000004DQuRQAW","288","2014-12-14T06:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQuSQAW","288","2014-12-24T06:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQuTQAW","288","2014-12-28T06:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQuUQAW","288","2015-01-06T06:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQuVQAW","288","2015-01-15T06:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQuWQAW","288","2015-01-18T06:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQuXQAW","288","2015-02-01T06:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQuYQAW","288","2015-02-08T06:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQuZQAW","288","2015-02-15T06:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQuaQAG","288","2015-03-01T06:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQubQAG","288","2015-03-08T06:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQucQAG","288","2015-03-15T06:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQudQAG","288","2015-03-22T06:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQueQAG","288","2015-03-29T06:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQufQAG","288","2015-04-05T06:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQugQAG","288","2015-04-26T05:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQuhQAG","288","2015-05-17T05:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQuiQAG","288","2015-06-07T05:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQujQAG","288","2015-06-14T05:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQukQAG","288","2015-06-25T05:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQulQAG","288","2015-07-05T05:00:00.000Z","a0758000002kNNlAAM","GBP","60","Item Created"
"a064E000004DQumQAG","288","2015-07-12T05:00:00.000Z","a0758000002kNNlAAM","GBP","60","Item Created"
"a064E000004DQunQAG","288","2015-07-24T05:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQuoQAG","288","2015-07-26T05:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQupQAG","288","2015-08-09T05:00:00.000Z","a0758000002kNNlAAM","GBP","60","Item Created"
"a064E000004DQuqQAG","288","2015-08-24T05:00:00.000Z","a0758000002kNNlAAM","GBP","60","Item Created"
"a064E000004DQurQAG","288","2015-09-06T05:00:00.000Z","a0758000002kNF1AAM","GBP","33","Item Created"
"a064E000004DQusQAG","288","2015-09-13T05:00:00.000Z","a0758000002kNNlAAM","GBP","60","Item Created"
"a064E000004DQutQAG","288","2015-09-20T05:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQuuQAG","288","2015-10-01T05:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQuvQAG","288","2015-10-04T05:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQuwQAG","288","2015-10-25T05:00:00.000Z","a0758000002kNNlAAM","GBP","60","Item Created"
"a064E000004DQuxQAG","288","2015-11-02T06:00:00.000Z","a0758000002kNNlAAM","GBP","60","Item Created"
"a064E000004DQuyQAG","288","2015-11-08T06:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQuzQAG","288","2015-11-16T06:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQv0QAG","288","2015-11-30T06:00:00.000Z","a0758000002kNNlAAM","GBP","60","Item Created"
"a064E000004DQv1QAG","288","2015-12-10T06:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQv2QAG","288","2015-12-17T06:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQv3QAG","288","2015-12-22T06:00:00.000Z","a0758000002kNHJAA2","GBP","20","Item Created"
"a064E000004DQv4QAG","288","2015-12-23T06:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQv5QAG","288","2015-12-25T06:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQv6QAG","288","2016-01-05T06:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQv7QAG","288","2016-01-13T06:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DQv8QAG","302","2012-05-06T23:00:00.000Z","a0758000002kNNlAAM","GBP","857","Item Created"
"a064E000004DQv9QAG","305","2011-01-01T00:00:00.000Z","a0758000002kNDHAA2","GBP","2101","Item Created"
"a064E000004DQvAQAW","305","2011-01-01T00:00:00.000Z","a0758000002kNNlAAM","GBP","3500","Item Created"
"a064E000004DQvBQAW","305","2011-01-01T00:00:00.000Z","a0758000002kNMBAA2","GBP","1000","Item Created"
"a064E000004DQvCQAW","305","2012-01-01T00:00:00.000Z","a0758000002kNDHAA2","GBP","3082","Item Created"
"a064E000004DQvDQAW","305","2013-01-01T00:00:00.000Z","a0758000002kNNlAAM","GBP","3000","Item Created"
"a064E000004DQvEQAW","305","2013-01-01T00:00:00.000Z","a0758000002kNDHAA2","GBP","3200","Item Created"
"a064E000004DQvFQAW","305","2010-08-31T23:00:00.000Z","a0758000002kNDHAA2","GBP","1090","Item Created"
"a064E000004DQvGQAW","305","2010-08-31T23:00:00.000Z","a0758000002kNG2AAM","GBP","300","Item Created"
"a064E000004DQvHQAW","305","2010-08-31T23:00:00.000Z","a0758000002kNNlAAM","GBP","250","Item Created"
"a064E000004DQvIQAW","305","2014-06-11T23:00:00.000Z","a0758000002kNMBAA2","GBP","4000","Item Created"
"a064E000004DQvJQAW","305","2014-06-12T23:00:00.000Z","a0758000002kNMBAA2","GBP","1105","Item Created"
"a064E000004DQvKQAW","305","2014-09-25T23:00:00.000Z","a0758000002kNMBAA2","GBP","200","Item Created"
"a064E000004DQvLQAW","305","2014-11-14T00:00:00.000Z","a0758000002kNG3AAM","GBP","500","Item Created"
"a064E000004DQvMQAW","305","2015-09-07T23:00:00.000Z","a0758000002kNDHAA2","GBP","5600","Item Created"
"a064E000004DQvNQAW","308","2013-12-31T00:00:00.000Z","a0758000002kNDHAA2","GBP","2739","Item Created"
"a064E000004DQvOQAW","308","2013-12-13T00:00:00.000Z","a0758000002kNNlAAM","GBP","2739","Item Created"
"a064E000004DQvPQAW","308","2013-12-13T00:00:00.000Z","a0758000002kNF9AAM","GBP","800","Item Created"
"a064E000004DQvQQAW","310","2013-12-31T00:00:00.000Z","a0758000002kNDHAA2","GBP","245.16","Item Created"
"a064E000004DQvRQAW","310","2013-12-31T00:00:00.000Z","a0758000002kNNlAAM","GBP","295","Item Created"
"a064E000004DQvSQAW","310","2014-12-31T00:00:00.000Z","a0758000002kNNlAAM","GBP","85.44","Item Created"
"a064E000004DQvTQAW","310","2015-04-09T23:00:00.000Z","a0758000002kNGHAA2","GBP","300","Item Created"
"a064E000004DQvUQAW","310","2015-01-01T00:00:00.000Z","a0758000002kNF9AAM","GBP","300","Item Created"
"a064E000004DQvVQAW","310","2014-05-08T23:00:00.000Z","a0758000002kNF9AAM","GBP","17","Item Created"
"a064E000004DQvWQAW","310","2014-09-08T23:00:00.000Z","a0758000002kNHwAAM","GBP","17.47","Item Created"
"a064E000004DQvXQAW","310","2014-07-19T23:00:00.000Z","a0758000002kNMBAA2","GBP","16","Item Created"
"a064E000004DQvYQAW","310","2014-04-30T23:00:00.000Z","a0758000002kNMsAAM","GBP","9.17","Item Created"
"a064E000004DQvZQAW","316","2013-12-31T00:00:00.000Z","a0758000002kNDHAA2","GBP","2650","Item Created"
"a064E000004DQvaQAG","316","2013-12-31T00:00:00.000Z","a0758000002kNNlAAM","GBP","1750","Item Created"
"a064E000004DQvbQAG","316","2013-12-31T00:00:00.000Z","a0758000002kNHhAAM","GBP","800","Item Created"
"a064E000004DQvcQAG","316","2014-12-31T00:00:00.000Z","a0758000002kNIAAA2","GBP","6437.5","Item Created"
"a064E000004DQvdQAG","317","2014-12-13T00:00:00.000Z","a0758000002kNHyAAM","GBP","625","Item Created"
"a064E000004DQveQAG","317","2014-12-07T00:00:00.000Z","a0758000002kNNlAAM","GBP","1875","Item Created"
"a064E000004DQvfQAG","317","2014-10-07T23:00:00.000Z","a0758000002kNNlAAM","GBP","365","Item Created"
"a064E000004DQvgQAG","317","2014-12-07T00:00:00.000Z","a0758000002kNF9AAM","GBP","1250","Item Created"
"a064E000004DQvhQAG","317","2015-05-26T23:00:00.000Z","a0758000002kNF9AAM","GBP","2500","Item Created"
"a064E000004DQviQAG","317","2015-07-04T23:00:00.000Z","a0758000002kNDHAA2","GBP","361","Item Created"
"a064E000004DQvjQAG","317","2015-12-18T00:00:00.000Z","a0758000002kNF9AAM","GBP","1250","Item Created"
"a064E000004DQvkQAG","323","2014-12-14T00:00:00.000Z","a0758000002kNFqAAM","GBP","58","Item Created"
"a064E000004DQvlQAG","323","2013-04-09T23:00:00.000Z","a0758000002kNKdAAM","GBP","20","Item Created"
"a064E000004DQvmQAG","323","2013-04-29T23:00:00.000Z","a0758000002kNPVAA2","GBP","20","Item Created"
"a064E000004DQvnQAG","325","2013-12-01T00:00:00.000Z","a0758000002kNNlAAM","GBP","200","Item Created"
"a064E000004DQvoQAG","325","2013-11-01T00:00:00.000Z","a0758000002kNNlAAM","GBP","200","Item Created"
"a064E000004DQvpQAG","325","2013-09-21T23:00:00.000Z","a0758000002kNNlAAM","GBP","150","Item Created"
"a064E000004DQvqQAG","325","2013-08-07T23:00:00.000Z","a0758000002kNNlAAM","GBP","260","Item Created"
"a064E000004DQvrQAG","325","2013-07-01T23:00:00.000Z","a0758000002kNNlAAM","GBP","150","Item Created"
"a064E000004DQvsQAG","325","2013-05-23T23:00:00.000Z","a0758000002kNNlAAM","GBP","130","Item Created"
"a064E000004DQvtQAG","325","2013-04-20T23:00:00.000Z","a0758000002kNNlAAM","GBP","130","Item Created"
"a064E000004DQvuQAG","325","2013-03-27T00:00:00.000Z","a0758000002kNNlAAM","GBP","120","Item Created"
"a064E000004DQvvQAG","325","2013-02-26T00:00:00.000Z","a0758000002kNNlAAM","GBP","120","Item Created"
"a064E000004DQvwQAG","325","2013-01-28T00:00:00.000Z","a0758000002kNNlAAM","GBP","150","Item Created"
"a064E000004DQvxQAG","330","2011-09-11T23:00:00.000Z","a0758000002kNNlAAM","GBP","150","Item Created"
"a064E000004DQvyQAG","330","2011-12-31T00:00:00.000Z","a0758000002kNNlAAM","GBP","444.75","Item Created"
"a064E000004DQvzQAG","330","2012-12-31T00:00:00.000Z","a0758000002kNNlAAM","GBP","1844.25","Item Created"
"a064E000004DQw0QAG","330","2013-12-31T00:00:00.000Z","a0758000002kNNlAAM","GBP","1870","Item Created"
"a064E000004DQw1QAG","330","2014-05-29T08:47:07.000Z","a0758000002kNNlAAM","GBP","520","Item Created"
"a064E000004DQw2QAG","331","2013-12-31T00:00:00.000Z","a0758000002kNNlAAM","GBP","1850","Item Created"
"a064E000004DQw3QAG","331","2013-12-31T00:00:00.000Z","a0758000002kNDHAA2","GBP","437.5","Item Created"
"a064E000004DQw4QAG","331","2013-12-31T00:00:00.000Z","a0758000002kNI9AAM","GBP","312.5","Item Created"
"a064E000004DQw5QAG","331","2014-12-24T00:00:00.000Z","a0758000002kNNlAAM","GBP","81.25","Item Created"
"a064E000004DQw6QAG","332","2013-10-19T23:00:00.000Z","a0758000002kNDHAA2","GBP","2700","Item Created"
"a064E000004DQw7QAG","332","2013-10-19T23:00:00.000Z","a0758000002kNMBAA2","GBP","4180","Item Created"
"a064E000004DQw8QAG","332","2013-10-19T23:00:00.000Z","a0758000002kNDBAA2","GBP","840","Item Created"
"a064E000004DQw9QAG","332","2013-10-19T23:00:00.000Z","a0758000002kNNUAA2","GBP","50","Item Created"
"a064E000004DQwAQAW","332","2014-10-19T23:00:00.000Z","a0758000002kNDHAA2","GBP","5000","Item Created"
"a064E000004DQwBQAW","332","2014-10-19T23:00:00.000Z","a0758000002kNMBAA2","GBP","2066","Item Created"
"a064E000004DQwCQAW","332","2014-10-19T23:00:00.000Z","a0758000002kNDBAA2","GBP","600","Item Created"
"a064E000004DQwDQAW","332","2014-10-19T23:00:00.000Z","a0758000002kNNUAA2","GBP","20","Item Created"
"a064E000004DQwEQAW","335","2011-12-31T00:00:00.000Z","a0758000002kNNlAAM","GBP","11000","Item Created"
"a064E000004DQwFQAW","335","2012-12-31T00:00:00.000Z","a0758000002kNDHAA2","GBP","6000","Item Created"
"a064E000004DQwGQAW","335","2012-06-07T23:00:00.000Z","a0758000002kNNlAAM","GBP","10000","Item Created"
"a064E000004DQwHQAW","335","2012-06-30T23:00:00.000Z","a0758000002kNQFAA2","GBP","5000","Item Created"
"a064E000004DQwIQAW","335","2013-02-02T00:00:00.000Z","a0758000002kNF9AAM","GBP","12500","Item Created"
"a064E000004DQwJQAW","335","2013-03-25T00:00:00.000Z","a0758000002kNF9AAM","GBP","12500","Item Created"
"a064E000004DQwKQAW","335","2013-10-13T23:00:00.000Z","a0758000002kNF9AAM","GBP","12500","Item Created"
"a064E000004DQwLQAW","335","2014-04-06T23:00:00.000Z","a0758000002kNF9AAM","GBP","12500","Item Created"
"a064E000004DQwMQAW","335","2013-11-30T00:00:00.000Z","a0758000002kNDHAA2","GBP","4000","Item Created"
"a064E000004DQwNQAW","335","2013-12-05T00:00:00.000Z","a0758000002kNQFAA2","GBP","11250","Item Created"
"a064E000004DQwOQAW","335","2010-05-01T23:00:00.000Z","a0758000002kNM3AAM","GBP","5000","Item Created"
"a064E000004DQwPQAW","335","2011-11-15T00:00:00.000Z","a0758000002kNM3AAM","GBP","18000","Item Created"
"a064E000004DQwQQAW","335","2010-09-22T23:00:00.000Z","a0758000002kNQFAA2","GBP","2500","Item Created"
"a064E000004DQwRQAW","335","2011-06-30T23:00:00.000Z","a0758000002kNQFAA2","GBP","6000","Item Created"
"a064E000004DQwSQAW","335","2014-04-28T23:00:00.000Z","a0758000002kNEpAAM","GBP","1675","Item Created"
"a064E000004DQwTQAW","335","2012-09-26T23:00:00.000Z","a0758000002kNNlAAM","GBP","15000","Item Created"
"a064E000004DQwUQAW","335","2014-07-12T23:00:00.000Z","a0758000002kNDHAA2","GBP","3275","Item Created"
"a064E000004DQwVQAW","335","2014-07-04T23:00:00.000Z","a0758000002kNQFAA2","GBP","5000","Item Created"
"a064E000004DQwWQAW","335","2014-09-30T23:00:00.000Z","a0758000002kNF9AAM","GBP","12500","Item Created"
"a064E000004DQwXQAW","335","2014-12-04T00:00:00.000Z","a0758000002kNQFAA2","GBP","5625","Item Created"
"a064E000004DQwYQAW","335","2015-04-24T23:00:00.000Z","a0758000002kNF9AAM","GBP","12500","Item Created"
"a064E000004DQwZQAW","335","2015-01-27T00:00:00.000Z","a0758000002kNM3AAM","GBP","5000","Item Created"
"a064E000004DQwaQAG","335","2015-12-03T00:00:00.000Z","a0758000002kNF9AAM","GBP","12500","Item Created"
"a064E000004DQwbQAG","335","2015-12-03T00:00:00.000Z","a0758000002kNQFAA2","GBP","1000","Item Created"
"a064E000004DQwcQAG","337","2014-01-06T00:00:00.000Z","a0758000002kNNlAAM","GBP","375","Item Created"
"a064E000004DQwdQAG","337","2014-02-20T00:00:00.000Z","a0758000002kNNlAAM","GBP","750","Item Created"
"a064E000004DQweQAG","337","2014-04-23T23:00:00.000Z","a0758000002kNNlAAM","GBP","25","Item Created"
"a064E000004DQwfQAG","337","2014-05-05T23:00:00.000Z","a0758000002kNNlAAM","GBP","25","Item Created"
"a064E000004DQwgQAG","337","2014-09-09T23:00:00.000Z","a0758000002kNNlAAM","GBP","93.75","Item Created"
"a064E000004DQwhQAG","337","2014-09-09T23:00:00.000Z","a0758000002kNKcAAM","GBP","93.75","Item Created"
"a064E000004DQwiQAG","337","2014-09-09T23:00:00.000Z","a0758000002kNPtAAM","GBP","93.75","Item Created"
"a064E000004DQwjQAG","337","2014-10-02T23:00:00.000Z","a0758000002kNMyAAM","GBP","128.84","Item Created"
"a064E000004DQwkQAG","337","2014-10-19T23:00:00.000Z","a0758000002kNKcAAM","GBP","160.54","Item Created"
"a064E000004DQwlQAG","340","2013-06-30T23:00:00.000Z","a0758000002kNDNAA2","GBP","500","Item Created"
"a064E000004DQwmQAG","340","2013-12-30T00:00:00.000Z","a0758000002kNDNAA2","GBP","500","Item Created"
"a064E000004DQwnQAG","340","2014-07-29T23:00:00.000Z","a0758000002kNKeAAM","GBP","100","Item Created"
"a064E000004DQwoQAG","340","2015-03-29T23:00:00.000Z","a0758000002kNEuAAM","GBP","50","Item Created"
"a064E000004DQwpQAG","340","2015-04-17T23:00:00.000Z","a0758000002kNDHAA2","GBP","1000","Item Created"
"a064E000004DQwqQAG","344","2014-03-30T00:00:00.000Z","a0758000002kNMBAA2","GBP","9000","Item Created"
"a064E000004DQwrQAG","344","2015-03-16T00:00:00.000Z","a0758000002kNMBAA2","GBP","9000","Item Created"
"a064E000004DQwsQAG","346","2014-04-04T23:00:00.000Z","a0758000002kNGHAA2","GBP","134","Item Created"
"a064E000004DQwtQAG","349","2013-07-03T23:00:00.000Z","a0758000002kNNlAAM","GBP","3121.78","Item Created"
"a064E000004DQwuQAG","349","2013-12-02T00:00:00.000Z","a0758000002kNNlAAM","GBP","3121.33","Item Created"
"a064E000004DQwvQAG","349","2011-04-01T23:00:00.000Z","a0758000002kNNlAAM","GBP","1800","Item Created"
"a064E000004DQwwQAG","349","2012-09-09T23:00:00.000Z","a0758000002kNNlAAM","GBP","2378.02","Item Created"
"a064E000004DQwxQAG","349","2014-04-27T23:00:00.000Z","a0758000002kNNlAAM","GBP","4287.5","Item Created"
"a064E000004DQwyQAG","349","2014-10-29T00:00:00.000Z","a0758000002kNNlAAM","GBP","4275.96","Item Created"
"a064E000004DQwzQAG","349","2015-07-03T23:00:00.000Z","a0758000002kNNlAAM","GBP","12510.89","Item Created"
"a064E000004DQx0QAG","350","2014-12-12T00:00:00.000Z","a0758000002kNDHAA2","GBP","740","Item Created"
"a064E000004DQx1QAG","351","2014-12-04T00:00:00.000Z","a0758000002kNIAAA2","GBP","50","Item Created"
"a064E000004DQx2QAG","352","2014-03-31T23:00:00.000Z","a0758000002kNNlAAM","GBP","312.5","Item Created"
"a064E000004DQx3QAG","352","2014-03-03T00:00:00.000Z","a0758000002kNNlAAM","GBP","312.5","Item Created"
"a064E000004DQx4QAG","352","2014-02-03T00:00:00.000Z","a0758000002kNNlAAM","GBP","312.5","Item Created"
"a064E000004DQx5QAG","352","2014-01-02T00:00:00.000Z","a0758000002kNNlAAM","GBP","312.5","Item Created"
"a064E000004DQx6QAG","352","2013-01-01T00:00:00.000Z","a0758000002kNNlAAM","GBP","200","Item Created"
"a064E000004DQx7QAG","352","2013-02-01T00:00:00.000Z","a0758000002kNNlAAM","GBP","200","Item Created"
"a064E000004DQx8QAG","352","2013-03-02T00:00:00.000Z","a0758000002kNNlAAM","GBP","200","Item Created"
"a064E000004DQx9QAG","352","2013-04-01T23:00:00.000Z","a0758000002kNNlAAM","GBP","200","Item Created"
"a064E000004DQxAQAW","352","2013-04-29T23:00:00.000Z","a0758000002kNNlAAM","GBP","100","Item Created"
"a064E000004DQxBQAW","352","2013-06-29T23:00:00.000Z","a0758000002kNNlAAM","GBP","200","Item Created"
"a064E000004DQxCQAW","352","2013-06-30T23:00:00.000Z","a0758000002kNNlAAM","GBP","200","Item Created"
"a064E000004DQxDQAW","352","2013-07-31T23:00:00.000Z","a0758000002kNNlAAM","GBP","200","Item Created"
